__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,DATE_CREATED,DT_CHANGED,STOKA_CHANGED,GRUPA,STOKA,CODE,BARCODE,VALUTA_KUP,VALUTA_PROD_ED,VALUTA_PROD_DR,RAZFAS1,RAZFAS2,RELATOR,CENA_KUP,CENA_PROD_ED1,CENA_PROD_DR1,DDS_DEF,PROPS,NOTE,IS_SER_NO,MIN_KOLICH,MAX_KOLICH,WARRANTY,DOSTAW,INTRASTAT,COUNTRY,TEGLO,TREND,FOTO,FOTO2,FOTO3,THUMBNAIL,THUMBNAIL2,THUMBNAIL3,ASSOC,IS_ACTIVE,ACC_TIP,EEO_NO,EEO_TEGLO,WEB_IS_FOTO_CHANGED,CAT_ID,BONUS_ADD,BONUS_SUB,IS_ACTIVE_WEB,IS_ACTIVE_PARENT,IS_ACTIVE_WEB_PARENT,IS_VALID_EAN13,ITEM_ID,DT_CHANGED_FOTO,FOLLOW_NUM,WEB_PRODUCT_NAME,WEB_PRODUCT_NOTE,WEB_PRODUCT_NAME_EN,WEB_PRODUCT_NOTE_EN,WEB_PRODUCT_NAME2,WEB_PRODUCT_NAME2_EN,NOTE2,RAZFAS_STEP,WEB_MIN_KOLICH,KOLICH_STEP,KOLICH_STEP_DOST,NOTE_FG_COLOR,SIZE_X,SIZE_Y,SIZE_Z,WIN_MIN_KOLICH,FISCAL_RISK
1662,2,1,2025-08-06 14:30:23.523,1319852426,2026-07-27 13:04:47.650,М/Ж резба,Преход 316L резба М/Ж 1/2“х1/4“,102105,00001405,M,L,L,бр.,,,0.83,0.0,0.0,,|1—преход м/ж|2—1/2х1/4|,,N,1.0,2.0,,КРИСМЕТАЛ,0,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,2,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1662,4,1,2025-08-06 14:30:23.991,1319851342,2026-06-23 11:02:06.443,М/Ж резба,Преход 316L резба М/Ж 3/4“х1/4“,102108,00001406,M,L,L,бр.,,,3.53,0.0,0.0,,|1—преход м/ж|2—3/4х1/4|,,N,1.0,2.0,,КРИСМЕТАЛ,38,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,3,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1662,6,1,2025-08-06 14:31:17.648,1322341702,2026-06-23 11:01:12.509,М/Ж резба,Преход 316L резба М/Ж 3/4“х1/2“,102110,00001407,M,L,L,бр.,,,1.14,0.0,0.0,,|1—преход м/ж|2—3/4х1/2|,,N,1.0,2.0,,КРИСМЕТАЛ,18,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,4,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1662,8,1,2025-08-06 14:31:19.991,1319852594,2026-06-23 11:01:12.556,М/Ж резба,Преход 316L резба М/Ж 1“х1/2“,102114,00001408,M,L,L,бр.,,,1.789515,0.0,0.0,,|1—преход м/ж|2—1х1/2|,,N,1.0,2.0,,КРИСМЕТАЛ,12,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,5,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1662,10,1,2025-08-06 14:31:20.023,1322341737,2026-06-23 11:01:12.759,М/Ж резба,Преход 316L резба М/Ж 1 1/2“х1/2“,102120,00001409,M,L,L,бр.,,,4.05,0.0,0.0,,|1—преход м/ж|2—1 1/2х1/2|,,N,1.0,2.0,,КРИСМЕТАЛ,1,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,6,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1662,12,1,2025-08-06 14:31:20.031,1322341665,2026-06-23 10:48:40.048,2.2. Фитинги за заваряване,Полунипел 316L 150LBS 1/4“,108602,00001385,M,L,L,бр.,,,0.72,0.0,0.0,,|1—полунипел|2—1/4`|,,N,1.0,2.0,,КРИСМЕТАЛ,22,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,7,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1662,14,1,2025-08-06 14:31:20.042,1331736505,2026-07-10 09:54:32.805,2.2. Фитинги за заваряване,Полунипел 316L 150LBS 1/2“,108604,00001386,M,L,L,бр.,,,0.79,0.0,0.0,,|1—полунипел|2—1/2`|,,N,1.0,2.0,,КРИСМЕТАЛ,14,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,8,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1662,16,1,2025-08-06 14:31:20.055,1319852395,2026-06-23 10:48:40.048,2.2. Фитинги за заваряване,Полунипел 316L 150LBS 1“,108606,00001387,M,L,L,бр.,,,1.29,0.0,0.0,,|1—полунипел|2—1`|,,N,1.0,2.0,,КРИСМЕТАЛ,16,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,9,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1662,18,1,2025-08-06 14:31:20.063,1322033567,2026-06-23 10:48:40.048,2.2. Фитинги за заваряване,Полунипел 316L 150LBS 1 1/2“,108608,00001388,M,L,L,бр.,,,2.766079,0.0,0.0,,|1—полунипел|2—1 1/2`|,,N,1.0,2.0,,КРИСМЕТАЛ,0,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,10,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1662,20,1,2025-08-06 14:31:20.075,1322341403,2026-07-10 10:03:01.390,Външна резба,Нипел намалител 316L 150LBS 1/4“х1/8“,106101,00001356,M,L,L,бр.,,,0.64,0.0,0.0,,|1—нипел намалител|2—1/4х1/8|,,N,1.0,2.0,,КРИСМЕТАЛ,4,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,11,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1662,22,1,2025-08-06 14:31:20.084,1322341317,2026-06-23 11:02:34.551,Външна резба,Нипел намалител 316L 150LBS 1/2“х1/4“,106105,00001357,M,L,L,бр.,,,1.16,0.0,0.0,,|1—нипел намалител|2—1/2х1/4|,,N,1.0,2.0,,КРИСМЕТАЛ,8,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,12,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1662,24,1,2025-08-06 14:31:20.097,1322341357,2026-06-23 11:02:34.614,Външна резба,Нипел намалител 316L 150LBS 1/2“х3/8“,106106,00001358,M,L,L,бр.,,,1.2,0.0,0.0,,|1—нипел намалител|2—1/2х3/8|,,N,1.0,2.0,,КРИСМЕТАЛ,15,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,13,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1662,26,1,2025-08-06 14:31:20.107,1322341232,2026-06-23 11:03:50.380,Външна резба,Нипел намалител 316L 150LBS 3/4“х1/2“,106110,00001359,M,L,L,бр.,,,1.68,0.0,0.0,,|1—нипел намалител|2—3/4х1/2|,,N,1.0,2.0,,КРИСМЕТАЛ,12,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,14,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1666,0,1,2025-08-06 14:31:20.120,1319852171,2026-06-23 11:02:34.708,Външна резба,Нипел намалител 316L 150LBS 1“х1/2“,106114,00001360,M,L,L,бр.,,,3.09,0.0,0.0,,|1—нипел намалител|2—1х1/2|,,N,1.0,2.0,,КРИСМЕТАЛ,3,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,15,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1666,2,1,2025-08-06 14:31:20.135,1322341446,2026-06-23 11:02:34.801,Външна резба,Нипел намалител 316L 150LBS 2“х1“,106126,00001361,M,L,L,бр.,,,6.97,0.0,0.0,,|1—нипел намалител|2—2х1|,,N,1.0,2.0,,КРИСМЕТАЛ,4,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,16,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1666,4,1,2025-08-06 14:31:20.146,1322341465,2026-06-23 11:02:34.755,Външна резба,Нипел намалител 316L 150LBS 2“х1 1/4“,106127,00001362,M,L,L,бр.,,,6.77,0.0,0.0,,|1—нипел намалител|2—2х1 1/4|,,N,1.0,2.0,,КРИСМЕТАЛ,4,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,17,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1666,6,1,2025-08-06 14:31:20.157,1319852214,2026-06-23 10:54:04.025,Нипели на резба,Нипел шест. 316L резба 150LBS 1/4“,108802,00001366,M,L,L,бр.,,,0.7822739999999999,0.0,0.0,,|1—нипел шестостен|2—1/4`|,,N,1.0,2.0,,КРИСМЕТАЛ,26,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,18,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1666,8,1,2025-08-06 14:31:20.164,1319852322,2026-06-23 10:53:59.673,Нипели на резба,Нипел шест. 316L резба 150LBS 1/2“,108804,00001367,M,L,L,бр.,,,2.055386,0.0,0.0,,|1—нипел шестостен|2—1/2`|,,N,1.0,2.0,,КРИСМЕТАЛ,0,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,19,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1666,10,1,2025-08-06 14:31:20.172,1319852372,2026-06-23 10:54:08.136,Нипели на резба,Нипел шест. 316L резба 150LBS 1“,100806,00001363,M,L,L,бр.,,,3.2620299999999998,0.0,0.0,,|1—нипел шестостен|2—1`|,,N,1.0,2.0,,КРИСМЕТАЛ,0,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,20,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1666,12,1,2025-08-06 14:31:20.179,1320962424,2026-06-23 10:53:55.439,Нипели на резба,Нипел шест. 316L резба 150LBS 1 1/2“,100808,00001364,M,L,L,бр.,,,4.294851802048235,0.0,0.0,,|1—нипел шестостен|2—1 1/2`|,,P,1.0,2.0,,КРИСМЕТАЛ,0,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,21,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1666,14,1,2025-08-06 14:31:20.186,1322341582,2026-06-23 10:54:13.214,Нипели на резба,Нипел шест. 316L резба 150LBS 2“,107709,00001365,M,L,L,бр.,,,27.64,0.0,0.0,,|1—нипел шестостен|2—2`|,,N,1.0,2.0,,КРИСМЕТАЛ,3,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,22,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1666,16,1,2025-08-06 14:31:20.193,1320962424,2026-06-23 11:00:42.619,Вътрешна резба,Преход 316L резба вътрешна 150LBS 3/8“х1/4“,105403,00001348,M,L,L,бр.,,,0.9612287366488907,0.0,0.0,,|1—муфа намалител|2—3/8х1/4|,,N,1.0,2.0,,КРИСМЕТАЛ,7,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,23,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1666,18,1,2025-08-06 14:31:20.215,1322341132,2026-06-23 11:00:42.369,Вътрешна резба,Преход 316L резба вътрешна 150LBS 1/2“х1/8“,105404,00001349,M,L,L,бр.,,,2.04,0.0,0.0,,|1—муфа намалител|2—1/2х1/8|,,N,1.0,2.0,,КРИСМЕТАЛ,4,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,24,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1666,20,1,2025-08-06 14:31:20.222,1322340958,2026-06-23 11:00:42.306,Вътрешна резба,Преход 316L резба вътрешна 150LBS 1/2“х1/4“,105405,00001350,M,L,L,бр.,,,1.5,0.0,0.0,,|1—муфа намалител|2—1/2х1/4|,,N,1.0,2.0,,КРИСМЕТАЛ,26,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,25,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1666,22,1,2025-08-06 14:31:20.232,1322341195,2026-06-23 11:00:42.525,Вътрешна резба,Преход 316L резба вътрешна 150LBS 3/4“х1/2“,105410,00001351,M,L,L,бр.,,,1.72,0.0,0.0,,|1—муфа намалител|2—3/4х1/2|,,N,1.0,2.0,,КРИСМЕТАЛ,12,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,26,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1666,24,1,2025-08-06 14:31:20.239,1322341156,2026-06-23 11:00:42.416,Вътрешна резба,Преход 316L резба вътрешна 150LBS 1“х1/2“,105414,00001352,M,L,L,бр.,,,4.22,0.0,0.0,,|1—муфа намалител|2—1х1/2|,,N,1.0,2.0,,КРИСМЕТАЛ,11,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,27,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1667,0,1,2025-08-06 14:31:20.255,1322340831,2026-06-23 11:00:42.478,Вътрешна резба,Преход 316L резба вътрешна 150LBS 2“х1 1/2“,105428,00001353,M,L,L,бр.,,,13.43,0.0,0.0,,|1—муфа намалител|2—2х1 1/2|,,N,1.0,2.0,,КРИСМЕТАЛ,2,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,28,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1667,2,1,2025-08-06 14:31:20.263,1319851911,2026-06-17 14:08:41.851,Муфи на резба,Муфа 316L резба 150LBS 1/4“,101802,00001344,M,L,L,бр.,,,0.7669349999999999,0.0,0.0,,|1—муфа вътр. резба|2—1/4`|,,N,1.0,2.0,,КРИСМЕТАЛ,30,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,29,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1667,4,1,2025-08-06 14:31:20.279,1319851902,2026-06-17 08:42:17.346,Муфи на резба,Муфа 316L резба 150LBS 1/2“,101804,00001345,M,L,L,бр.,,,1.840644,0.0,0.0,0.0,|1—муфа вътр. резба|2—1/2`|,,N,1.0,2.0,,КРИСМЕТАЛ,2,,0.0,1.5,,,,,,,0,Y,0,,0.0,,0,0.0,0.0,Y,Y,Y,N,30,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,N
1667,6,1,2025-08-06 14:31:20.293,1322340785,2026-06-17 14:08:41.851,Муфи на резба,Муфа 316L резба 150LBS 3/4“,101805,00001346,M,L,L,бр.,,,1.7,0.0,0.0,,|1—муфа вътр. резба|2—3/4`|,,N,1.0,2.0,,КРИСМЕТАЛ,8,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,31,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1667,8,1,2025-08-06 14:31:20.302,1322339723,2026-06-23 10:40:26.867,Колена на резба,Коляно 90° 316L резба вътрешна 1/4“,100202,00001308,M,L,L,бр.,,,0.8,0.0,0.0,,|1—коляно 90гр. вътр. резба|2—1/4`|,,N,1.0,2.0,,КРИСМЕТАЛ,16,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,32,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1667,10,1,2025-08-06 14:31:20.309,1322339750,2026-06-23 10:40:19.633,Колена на резба,Коляно 90° 316L резба вътрешна 1/2“,100204,00001309,M,L,L,бр.,,,1.34,0.0,0.0,,|1—коляно 90гр. вътр. резба|2—1/2`|,,N,1.0,2.0,,КРИСМЕТАЛ,47,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,33,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1667,12,1,2025-08-06 14:31:20.316,1322339676,2026-06-23 10:40:44.319,Колена на резба,Коляно 90° 316L резба вътрешна 3/4“,100205,00001310,M,L,L,бр.,,,1.98,0.0,0.0,,|1—коляно 90гр. вътр. резба|2—3/4`|,,N,1.0,2.0,,КРИСМЕТАЛ,10,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,34,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1667,14,1,2025-08-06 14:31:20.324,1319851825,2026-06-23 10:40:36.804,Колена на резба,Коляно 90° 316L резба вътрешна 1“,100206,00001311,M,L,L,бр.,,,2.991047,0.0,0.0,,|1—коляно 90гр. вътр. резба|2—1`|,,N,1.0,2.0,,КРИСМЕТАЛ,5,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,35,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1667,16,1,2025-08-06 14:31:20.331,1320962424,2026-06-23 10:40:12.649,Колена на резба,Коляно 90° 316L резба вътрешна 1 1/2“,100208,00001312,M,L,L,бр.,,,4.765240332748756,0.0,0.0,,|1—коляно 90гр. вътр. резба|2—1 1/2`|,,P,1.0,2.0,,КРИСМЕТАЛ,0,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,36,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1667,18,1,2025-08-06 14:31:20.349,1322339962,2026-06-23 10:40:03.681,Колена на резба,Коляно 90° 316L резба М/Ж 1/4“,101502,00001313,M,L,L,бр.,,,1.9,0.0,0.0,,|1—коляно 90гр. вътр./вън. резба|2—1/4`|,,N,1.0,2.0,,КРИСМЕТАЛ,18,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,37,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1667,20,1,2025-08-06 14:31:20.356,1319851834,2026-06-23 10:39:51.197,Колена на резба,Коляно 90° 316L резба М/Ж 1/2“,101504,00001314,M,L,L,бр.,,,1.9991439999999998,0.0,0.0,0.0,|1—коляно 90гр. вътр./вън. резба|2—1/2`|,,N,1.0,2.0,,КРИСМЕТАЛ,0,,0.0,1.5,,,,,,,0,Y,0,,0.0,,0,0.0,0.0,Y,Y,Y,N,38,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,N
1667,22,1,2025-08-06 14:31:20.373,1322339647,2026-06-23 10:37:59.791,Колена на резба,Коляно 45° 316L резба вътрешна 150LBS 1/2“,100004,00001295,M,L,L,бр.,,,1.45,0.0,0.0,,|1—коляно 45гр. вътр. резба|2—1/2`|,,N,1.0,2.0,,КРИСМЕТАЛ,4,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,39,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1668,0,1,2025-08-06 14:31:20.380,1320962424,2026-06-23 10:37:47.805,Колена на резба,Коляно 45° 316L резба вътрешна 150LBS 1 1/2“,100008,00001296,M,L,L,бр.,,,9.254383049651555,0.0,0.0,,|1—коляно 45гр. вътр. резба|2—1 1/2`|,,P,1.0,2.0,,КРИСМЕТАЛ,0,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,40,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1668,2,1,2025-08-06 14:31:20.389,1322342256,2026-06-23 12:29:59.245,Холендри на резба,Холендър 316L резба М/Ж 150LBS 1 1/2“,100308,00001489,M,L,L,бр.,,,19.65,0.0,0.0,,|1—холендер вътр./вън. резба|2—1.5|,,N,1.0,2.0,,КРИСМЕТАЛ,1,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,41,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1668,4,1,2025-08-06 14:31:20.397,1322342301,2026-06-23 12:29:38.221,Холендри на резба,Холендър 316L резба М/Ж 150LBS 2“,100309,00001490,M,L,L,бр.,,,27.3,0.0,0.0,,|1—холендер вътр./вън. резба|2—2`|,,N,1.0,2.0,,КРИСМЕТАЛ,2,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,42,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1668,6,1,2025-08-06 14:31:20.404,1319853721,2026-06-23 12:32:22.927,Холендри на резба,Холендър 316L резба вътрешна 3000LBS 1/2“,107804,00001647,M,L,L,бр.,,,3.5483529999999996,0.0,0.0,,|1—холендер вътр. резба|2—1/2`|,,N,1.0,2.0,,КРИСМЕТАЛ,13,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,43,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1668,8,1,2025-08-06 14:31:20.412,1320962424,2026-06-23 12:31:55.482,Холендри на резба,Холендър 316L резба вътрешна 3000LBS 1“,107806,00001488,M,L,L,бр.,,,0.0,0.0,0.0,,|1—холендер вътр. резба|2—1`|,,P,1.0,2.0,,КРИСМЕТАЛ,0,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,44,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1668,10,1,2025-08-06 14:31:20.419,1322342336,2026-06-23 12:28:46.096,Холендри на резба,Холендър 316L резба вътрешна PTFE 150LBS 1 1/2“,101368,00001493,M,L,L,бр.,,,17.14,0.0,0.0,,|1—холендер с PTFE|2—1.5|,,N,1.0,2.0,,КРИСМЕТАЛ,1,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,45,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1668,12,1,2025-08-06 14:31:20.429,1322342366,2026-06-23 12:28:18.073,Холендри на резба,Холендър 316L резба вътрешна PTFE 150LBS 2“,101369,00001494,M,L,L,бр.,,,28.46,0.0,0.0,,|1—холендер с PTFE|2—2`|,,N,1.0,2.0,,КРИСМЕТАЛ,1,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,46,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1668,14,1,2025-08-06 14:31:20.444,1319853483,2026-06-23 12:28:33.712,Холендри на резба,Холендър 316L резба вътрешна PTFE 150LBS 1/2“,101364,00001491,M,L,L,бр.,,,7.59,0.0,0.0,,|1—холендер вътр.резба PTFE|2—1/2`|,,N,1.0,2.0,,КРИСМЕТАЛ,4,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,47,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1668,16,1,2025-08-06 14:31:20.451,1319853712,2026-06-23 12:28:25.291,Холендри на резба,Холендър 316L резба вътрешна PTFE 150LBS 1“,101366,00001492,M,L,L,бр.,,,13.498056,0.0,0.0,,|1—холендер вътр.резба PTFE|2—1`|,,N,1.0,2.0,,КРИСМЕТАЛ,4,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,48,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1668,18,1,2025-08-06 14:31:20.462,1319853493,2026-06-23 10:48:40.048,2.2. Фитинги за заваряване,Холендър 316L заварка PTFE 1“,952976,00001485,M,L,L,бр.,,,17.98,0.0,0.0,,"|1—холендер PTFE ж/ж, BSP|2—1`|",,N,1.0,2.0,,КРИСМЕТАЛ,0,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,49,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1668,20,1,2025-08-06 14:31:20.478,1319853703,2026-06-23 12:35:23.593,Холендри на резба,Холендър 316L резба М/Ж PTFE 150LBS 2“,959495,00001486,M,L,L,бр.,,,53.378676,0.0,0.0,,"|1—холендер PTFE м/ж, BSP|2—2`|",,N,1.0,2.0,,КРИСМЕТАЛ,2,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,50,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1668,22,1,2025-08-06 14:31:20.485,1322342133,2026-06-23 11:05:15.981,Тапи на резба,Тапа 316L резба 1/4“,101202,00001481,M,L,L,бр.,,,0.74,0.0,0.0,,|1—хексагонална тапа|2—1/4`|,,N,1.0,2.0,,КРИСМЕТАЛ,11,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,51,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1669,0,1,2025-08-06 14:31:20.492,1320962425,2026-06-23 11:05:10.872,Тапи на резба,Тапа 316L резба 1/2“,101204,00001482,M,L,L,бр.,,,0.9663416554608529,0.0,0.0,,|1—хексагонална тапа|2—1/2`|,,P,1.0,2.0,,КРИСМЕТАЛ,0,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,52,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1669,2,1,2025-08-06 14:31:20.500,1322342096,2026-06-23 11:05:05.185,Тапи на резба,Тапа 316L резба 1 1/4“,101207,00001483,M,L,L,бр.,,,2.54,0.0,0.0,,|1—хексагонална тапа|2—1.25|,,N,1.0,2.0,,КРИСМЕТАЛ,2,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,53,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1669,4,1,2025-08-06 14:31:20.507,1322342158,2026-06-23 11:05:20.137,Тапи на резба,Тапа 316L резба 2“,101209,00001484,M,L,L,бр.,,,5.08,0.0,0.0,,|1—хексагонална тапа|2—2`|,,N,1.0,2.0,,КРИСМЕТАЛ,2,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,54,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1669,6,1,2025-08-06 14:31:20.523,1322341960,2026-06-23 11:08:22.789,Тройници на резба,Тройник 316L резба вътрешна 1/4“,102302,00001457,M,L,L,бр.,,,1.36,0.0,0.0,,|1—тройник вътр. резба|2—1/4`|,,N,1.0,2.0,,КРИСМЕТАЛ,26,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,55,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
1669,8,1,2025-08-06 14:31:20.530,1319853258,2026-07-10 09:53:34.015,Тройници на резба,Тройник 316L резба вътрешна 1/2“,102304,00001458,M,L,L,бр.,,,2.32637,0.0,0.0,0.0,|1—тройник вътр. резба|2—1/2`|,,N,1.0,2.0,,КРИСМЕТАЛ,1,,0.0,1.5,,,,,,,0,Y,0,,0.0,,0,0.0,0.0,Y,Y,Y,N,56,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,N
1669,10,1,2025-08-06 14:31:20.538,1320962425,2026-06-23 09:40:12.502,Кръстове на резба,Кръст 316L резба 1/2“,102357,00001327,M,L,L,бр.,,,0.0,0.0,0.0,,|1—кръст|2—1/2`|,,N,1.0,2.0,,КРИСМЕТАЛ,2,,,1.5,,,,,,,,Y,0,,0.0,,,0.0,0.0,Y,Y,Y,N,57,,0.0,,,,,,,,,,,,0,0.0,0.0,0.0,,N
