__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,DATETIME,NUM,POS,IS_FACTUR,SKLAD_1,SKLAD_2,GRUPA,STOKA,SER_NO,KOLICH,KOLICH2,KOLICH_2S,KOLICH2_2S,KOLICH_CHECK,DDS,CENA,VALUTA,DISCOUNT,KONSIGNACIA,KB_ID,CENA_LIST,CENA_LIST_TYPE,ENDDATE,WARRANTY,KUP_CENA,KUP_VALUTA,NOTE,NOTE2,T_DATETIME,T_NUM,CD_SELL_KOLICH,PROPS_ROW,CENA_DR_1,CENA_DR_2,VALUTA_DR_1,VALUTA_DR_2,WMS_KOLICH,WMS_KOLICH_2S
5259,1,3,49295105,1,1,Y,Склад,"Склад производство, 500kW",Вътрешна резба,Преход 316L резба вътрешна 150LBS 1“х1/2“,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-08-22 10:50:40.000,,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,2.0,2.0
5259,2,3,2024181,4,4,Y,Склад,"Склад производство, 500kW",Колена на резба,Коляно 90° 316L резба М/Ж 1/2“,07082025,2.0,0.0,2.0,0.0,0.0,0.0,7.824,L,-0.0,Y,0,Доставни цени,N,2025-08-15 07:58:07.000,,3.912,L,,,0,0,0.0,,0.0,0.0,L,L,2.0,2.0
5259,3,3,2024181,3,3,Y,Склад,"Склад производство, 500kW",Кабели - Сензори,Кабел PUR М12 конектор 10м,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-08-15 07:58:07.000,,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,1.0,1.0
5259,4,3,2024181,5,5,Y,Склад,"Склад производство, 500kW",Тройници на резба,Тройник 316L резба вътрешна 1/2“,07082025,2.0,0.0,2.0,0.0,0.0,0.0,9.096,L,-0.0,Y,0,Доставни цени,N,2025-08-15 07:58:07.000,,4.548,L,,,0,0,0.0,,0.0,0.0,L,L,2.0,2.0
5259,5,3,45100278,1,1,Y,Склад,"Склад производство, 500kW",Колена на резба,Коляно 90° 304L резба М/Ж 1/2“,263836135,1.0,0.0,1.0,0.0,0.0,0.0,1.0,L,-0.0,Y,0,Доставни цени,N,2025-08-25 08:07:16.000,,1.0,L,,,0,0,0.0,,0.0,0.0,L,L,1.0,1.0
5259,6,3,13280133,1,1,Y,Склад,"Склад производство, 500kW",Тапи на резба,Тапа 316L резба 1/4“,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-08-18 13:54:46.000,,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,2.0,2.0
5259,7,3,5699944,1,1,Y,Склад,"Склад производство, 500kW",Муфи на резба,Муфа 316L резба 150LBS 1/2“,07082025,6.0,0.0,6.0,0.0,0.0,0.0,21.6,L,-0.0,Y,0,Доставни цени,N,2025-08-20 09:08:48.000,,3.6,L,,,0,0,0.0,,0.0,0.0,L,L,6.0,6.0
5259,8,3,5699944,2,2,Y,Склад,"Склад производство, 500kW",Контактори,"Контактор 11kW/25A, AC-3, 1NC, 230V AC размер 1",,3.0,0.0,3.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-08-20 09:08:48.000,,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,3.0,3.0
5259,9,3,49295105,3,3,Y,Склад,"Склад производство, 500kW",М6,Болт с шест.гл. 8.8 vZn М6х90,,20.0,0.0,20.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-08-22 10:50:40.000,,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,20.0,20.0
5259,10,3,49295105,19,19,Y,Склад,"Склад производство, 500kW",Муфи на резба,Муфа 316L резба 150LBS 1/4“,,5.0,0.0,5.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-08-22 10:50:40.000,,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,5.0,5.0
5259,11,3,45100278,2,2,Y,Склад,"Склад производство, 500kW",Тройници на резба,Тройник 316L резба вътрешна 1/2“,,10.0,0.0,10.0,0.0,0.0,0.0,45.480000000000004,L,-0.0,Y,0,Доставни цени,N,2025-08-25 08:07:16.000,,4.548,L,,,0,0,0.0,,0.0,0.0,L,L,10.0,10.0
5259,12,3,49295105,6,6,Y,Склад,"Склад производство, 500kW",Колена на резба,Коляно 90° 316L резба вътрешна 1/2“,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-08-22 10:50:40.000,,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,1.0,1.0
5259,13,3,49295105,7,7,Y,Склад,"Склад производство, 500kW",Външна резба,Нипел намалител 316L 150LBS 1/2“х1/4“,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-08-22 10:50:40.000,,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,1.0,1.0
5259,14,3,49295105,8,8,Y,Склад,"Склад производство, 500kW",Вътрешна резба,Преход 316L резба вътрешна 150LBS 1/2“х1/4“,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-08-22 10:50:40.000,,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,1.0,1.0
5259,15,3,49295105,9,9,Y,Склад,"Склад производство, 500kW",Нипели на резба,Нипел шест. 316L резба 150LBS 1/4“,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-08-22 10:50:40.000,,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,1.0,1.0
5259,16,3,49295105,10,10,Y,Склад,"Склад производство, 500kW",М6,Шайба подложна vZn М6,,100.0,0.0,100.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-08-22 10:50:40.000,,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,100.0,100.0
5259,17,3,49295105,11,11,Y,Склад,"Склад производство, 500kW",М6,Гайка шест. 8 vZn М6,,50.0,0.0,50.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-08-22 10:50:40.000,,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,50.0,50.0
5259,18,3,49295105,12,12,Y,Склад,"Склад производство, 500kW",М6,Болт с шест.гл. 8.8 vZn М6х70,,30.0,0.0,30.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-08-22 10:50:40.000,,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,30.0,30.0
5259,19,3,49295105,13,13,Y,Склад,"Склад производство, 500kW",Муфи на резба,Муфа 304L резбa 150LBS  1/2``,16818,16.0,0.0,16.0,0.0,0.0,0.0,24.48,L,-0.0,Y,0,Доставни цени,N,2025-08-22 10:50:40.000,,1.53,L,,,0,0,0.0,,0.0,0.0,L,L,16.0,16.0
5259,20,3,49295105,14,14,Y,Склад,"Склад производство, 500kW",Муфи на резба,Муфа 304L резбa 150LBS L42 1``,56198161,6.0,0.0,6.0,0.0,0.0,0.0,34.86,L,-0.0,Y,0,Доставни цени,N,2025-08-22 10:50:40.000,,5.81,L,,,0,0,0.0,,0.0,0.0,L,L,6.0,6.0
5367,0,3,49295105,15,15,Y,Склад,"Склад производство, 500kW",Нипели на резба,Нипел шест. 304L резба 150LBS 1/2“,3681312,11.0,0.0,11.0,0.0,0.0,0.0,23.76,L,-0.0,Y,0,Доставни цени,N,2025-08-22 10:50:40.000,,2.16,L,,,0,0,0.0,,0.0,0.0,L,L,11.0,11.0
5367,1,3,49295105,16,16,Y,Склад,"Склад производство, 500kW",Тройници на резба,Тройник 316L резба вътрешна 1/2“,,1.0,0.0,1.0,0.0,0.0,0.0,4.548,L,-0.0,Y,0,Доставни цени,N,2025-08-22 10:50:40.000,,4.548,L,,,0,0,0.0,,0.0,0.0,L,L,1.0,1.0
5367,2,3,49295105,17,17,Y,Склад,"Склад производство, 500kW",Тройници на резба,Тройник 304L резба вътрешна 1/2“,10614665,9.0,0.0,9.0,0.0,0.0,0.0,35.19,L,-0.0,Y,0,Доставни цени,N,2025-08-22 10:50:40.000,,3.91,L,,,0,0,0.0,,0.0,0.0,L,L,9.0,9.0
5367,3,3,49295105,18,18,Y,Склад,"Склад производство, 500kW",Тапи на резба,Тапа 304L резба 1/2``,16584381,5.0,0.0,5.0,0.0,0.0,0.0,6.75,L,-0.0,Y,0,Доставни цени,N,2025-08-22 10:50:40.000,,1.35,L,,,0,0,0.0,,0.0,0.0,L,L,5.0,5.0
5367,4,3,45100278,3,3,Y,Склад,"Склад производство, 500kW",Нипели на резба,Нипел шест. 304L резба 150LBS 1/2“,3681312,2.0,0.0,2.0,0.0,0.0,0.0,4.32,L,-0.0,Y,0,Доставни цени,N,2025-08-25 08:07:16.000,,2.16,L,,,0,0,0.0,,0.0,0.0,L,L,2.0,2.0
5367,5,3,45100278,4,4,Y,Склад,"Склад производство, 500kW",Външна резба,Нипел намалител 316L 150LBS 1/2“х1/4“,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-08-25 08:07:16.000,,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,1.0,1.0
5367,6,3,36157225,1,1,Y,Склад,"Склад производство, 500kW",2.2. Фитинги за заваряване,"Капа 316L (168,3x2,0) 6``",10142820/19082025,1.0,0.0,1.0,0.0,0.0,0.0,31.04,L,-0.0,Y,0,Доставни цени,N,2025-08-26 10:25:58.000,,39.49,L,,,0,0,0.0,,0.0,0.0,L,L,1.0,1.0
5367,7,3,36157225,2,2,Y,Склад,"Склад производство, 500kW",Нипели на резба,Нипел шест. 304L резба 150LBS 1/2“,10142820/19082025,7.0,0.0,7.0,0.0,0.0,0.0,15.120000000000001,L,-0.0,Y,0,Доставни цени,N,2025-08-26 10:25:58.000,,2.16,L,,,0,0,0.0,,0.0,0.0,L,L,7.0,7.0
5367,8,3,36157225,3,3,Y,Склад,"Склад производство, 500kW",Сензори,Трансмитер за налягане 0-15 bar,24607/04.2024,5.0,0.0,5.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-08-26 10:25:58.000,«0000N0000000000,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,5.0,5.0
5367,9,3,36157225,4,4,Y,Склад,"Склад производство, 500kW",Колена на резба,Коляно 90° 304L резба М/Ж 1“,16843651,1.0,0.0,1.0,0.0,0.0,0.0,1.0,L,-0.0,Y,0,Доставни цени,N,2025-08-26 10:25:58.000,,1.0,L,,,0,0,0.0,,0.0,0.0,L,L,1.0,1.0
5367,10,3,36157225,5,5,Y,Склад,"Склад производство, 500kW",М/Ж резба,Преход 316L резба М/Ж 1“х1/2“,,1.0,0.0,1.0,0.0,0.0,0.0,3.5,L,-0.0,Y,0,Доставни цени,N,2025-08-26 10:25:58.000,,3.5,L,,,0,0,0.0,,0.0,0.0,L,L,1.0,1.0
5367,11,3,50019308,1,1,Y,Склад,"Склад производство, 500kW",Колена на резба,Коляно 90° 304L резба М/Ж 1“,16843651,1.0,0.0,1.0,0.0,0.0,0.0,1.0,L,-0.0,Y,0,Доставни цени,N,2025-08-27 08:18:27.000,,1.0,L,,,0,0,0.0,,0.0,0.0,L,L,1.0,1.0
5367,12,3,50019308,2,2,Y,Склад,"Склад производство, 500kW",Вътрешна резба,Преход 316L резба вътрешна 150LBS 1“х1/2“,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-08-27 08:18:27.000,,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,1.0,1.0
5367,13,3,50019308,3,3,Y,Склад,"Склад производство, 500kW",Нипели на резба,Нипел шест. 304L резба 150LBS 1/2“,10142820/19082025,1.0,0.0,1.0,0.0,0.0,0.0,2.16,L,-0.0,Y,0,Доставни цени,N,2025-08-27 08:18:27.000,,2.16,L,,,0,0,0.0,,0.0,0.0,L,L,1.0,1.0
5367,14,3,43025231,1,1,Y,Склад,"Склад производство, 500kW",Холендри на резба,Холендър 316L резба вътрешна 3000LBS 1/2“,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-08-28 08:35:20.000,,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,2.0,2.0
5367,15,3,35652614,6,6,Y,Склад,"Склад производство, 500kW",2.2. Фитинги за заваряване,"Коляно 90° 304L заварка (33,7х2) 1``",28082025/26,15.0,0.0,15.0,0.0,0.0,0.0,87.9,L,-20.081967213114762,Y,0,Доставни цени,N,2025-09-05 08:06:21.000,,5.86,L,,,0,0,0.0,,0.0,0.0,L,L,15.0,15.0
5367,17,3,39250253,1,1,Y,Склад,"Склад производство, 500kW",Унител,захранване за DIN шина SDR-120-24 24V/5A,12,1.0,0.0,1.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-09-01 09:20:32.000,«0000N0000000000,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,1.0,1.0
5367,18,3,41379509,2,2,Y,Склад,"Склад производство, 500kW",М12,Болт с шест.гл. 8.8 vZn М12х25,12345,8.0,0.0,8.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-08-29 09:35:04.000,«0000N0000000000,0.0,Z,,,0,0,0.0,,0.0,0.0,L,L,8.0,8.0
5442,0,3,41379509,3,3,Y,Склад,"Склад производство, 500kW",М12,Гайка шест. 8 vZn М12,12345,8.0,0.0,8.0,0.0,0.0,0.0,43.2,L,-0.0,Y,0,Доставни цени,N,2025-08-29 09:35:04.000,«0000N0000000000,0.0,Z,,,0,0,0.0,,0.0,0.0,L,L,8.0,8.0
5442,1,3,39250253,2,2,Y,Склад,"Склад производство, 500kW",М/Ж резба,Преход 316L резба М/Ж 3/4“х1/4“,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-09-01 09:20:32.000,,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,2.0,2.0
5442,2,3,39250253,3,3,Y,Склад,"Склад производство, 500kW",Колена на резба,Коляно 45° 316L резба вътрешна 150LBS 1/2“,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-09-01 09:20:32.000,,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,1.0,1.0
5442,3,3,39250253,4,4,Y,Склад,"Склад производство, 500kW",Тройници на резба,Тройник 316L резба вътрешна 1/2“,,2.0,0.0,2.0,0.0,0.0,0.0,9.096,L,-0.0,Y,0,Доставни цени,N,2025-09-01 09:20:32.000,,4.548,L,,,0,0,0.0,,0.0,0.0,L,L,2.0,2.0
5442,4,3,39250253,5,5,Y,Склад,"Склад производство, 500kW",Нипели на резба,Нипел шест. 304L резба 150LBS 1/2“,10142820/19082025,13.0,0.0,13.0,0.0,0.0,0.0,28.080000000000002,L,-0.0,Y,0,Доставни цени,N,2025-09-01 09:20:32.000,«0000N0000000000,2.16,L,,,0,0,0.0,,0.0,0.0,L,L,13.0,13.0
5442,5,3,39250253,6,6,Y,Склад,"Склад производство, 500kW",Муфи на резба,Муфа 316L резба 150LBS 1/2“,,9.0,0.0,9.0,0.0,0.0,0.0,32.4,L,-0.0,Y,0,Доставни цени,N,2025-09-01 09:20:32.000,,3.6,L,,,0,0,0.0,,0.0,0.0,L,L,9.0,9.0
5442,6,3,39250253,7,7,Y,Склад,"Склад производство, 500kW",Колена на резба,Коляно 90° 316L резба вътрешна 1/2“,,7.0,0.0,7.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-09-01 09:20:32.000,,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,7.0,7.0
5442,7,3,39250253,9,9,Y,Склад,"Склад производство, 500kW",2.5.3. Кранове на резба,Кран сфер. на рез. 316L DN15,16814612,2.0,0.0,2.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-09-01 09:20:32.000,,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,2.0,2.0
5442,8,3,46838331,1,1,Y,Склад,"Склад производство, 500kW",Муфи на резба,Муфа 304L резбa 150LBS  1/2``,10143532/110925/1.2,18.0,0.0,18.0,0.0,0.0,0.0,47.52,L,-0.0,Y,0,Доставни цени,N,2025-10-03 09:07:19.000,,2.64,L,,,0,0,0.0,,0.0,0.0,L,L,18.0,18.0
5442,9,3,46838331,2,2,Y,Склад,"Склад производство, 500kW",Муфи на резба,Муфа 304L резба 150LBS 1/4“,10143532/110925/1.4,4.0,0.0,4.0,0.0,0.0,0.0,5.96,L,-0.0,Y,0,Доставни цени,N,2025-10-03 09:07:19.000,,1.49,L,,,0,0,0.0,,0.0,0.0,L,L,4.0,4.0
5442,10,3,45941293,1,1,Y,Склад,"Склад 3, 10/30kW",Други (Електроника),Ф2.5 21L2K1T25 R42,12345,2.0,0.0,2.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-09-02 12:44:57.000,,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,2.0,2.0
5442,11,3,39250253,8,8,Y,Склад,"Склад производство, 500kW",М/Ж резба,Преход 304L резба М/Ж 1/2``x1/4``,16981613,1.0,0.0,1.0,0.0,0.0,0.0,1.75,L,-0.0,Y,0,Доставни цени,N,2025-09-01 09:20:32.000,,1.75,L,,,0,0,0.0,,0.0,0.0,L,L,1.0,1.0
5442,12,3,38343640,3,3,Y,Склад,"Склад производство, 500kW",М8,Гайка шест. 8 vZn М8,12345,15.0,0.0,15.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-09-03 10:14:40.000,,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,15.0,15.0
5442,13,3,38343640,4,4,Y,Склад,"Склад производство, 500kW",2.2. Фитинги за заваряване,Холендър 316L заварка PTFE 1“,10143120/27082025/1,4.0,0.0,4.0,0.0,0.0,0.0,140.64,L,-0.0,Y,0,Доставни цени,N,2025-09-03 10:14:40.000,,35.16,L,,,0,0,0.0,,0.0,0.0,L,L,4.0,4.0
5442,14,3,36445432,1,1,Y,Склад,"Склад производство, 500kW",3. Метални Елементи,Профилна тръба ЕЗ 100х40х3,132017/28082025,6.0,0.0,6.0,0.0,0.0,0.0,69.0,L,-0.0,Y,0,Доставни цени,N,2025-09-04 10:03:50.000,,11.5,L,,,0,0,0.0,,0.0,0.0,L,L,6.0,6.0
5442,15,3,36445432,2,2,Y,Склад,"Склад производство, 500kW",3. Метални Елементи,"Профилна тръба ЕЗ 30х30х1,5",28082025/10,60.0,0.0,60.0,0.0,0.0,0.0,135.8208,L,-0.0,Y,0,Доставни цени,N,2025-09-04 10:03:50.000,,2.26368,L,,,0,0,0.0,,0.0,0.0,L,L,60.0,60.0
5442,16,3,36445432,3,3,Y,Склад,"Склад производство, 500kW",3. Метални Елементи,Профилна тръба ЕЗ 40х20х2,28082025/11,6.0,0.0,6.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-09-04 10:03:50.000,,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,6.0,6.0
5442,17,3,36445432,4,4,Y,Склад,"Склад производство, 500kW",3. Метални Елементи,Профилна тръба ЕЗ 40х40х2,28082025/12,36.0,0.0,36.0,0.0,0.0,0.0,137.39544,L,-0.0,Y,0,Доставни цени,N,2025-09-04 10:03:50.000,,3.81654,L,,,0,0,0.0,,0.0,0.0,L,L,36.0,36.0
5442,18,3,46838331,3,3,Y,Склад,"Склад 3, 10/30kW",Колена на резба,Коляно 90° 316L резба вътрешна 1/4“,260925/1,4.0,0.0,4.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-10-03 09:07:19.000,«0000N0000000000,0.0,Z,,,0,0,0.0,,0.0,0.0,L,L,4.0,4.0
5569,0,3,36445432,5,5,Y,Склад,"Склад производство, 500kW",3. Метални Елементи,Профилна тръба ЕЗ 50х50х2,28082025/13,104.0,0.0,104.0,0.0,0.0,0.0,504.24192000000005,L,-0.0,Y,0,Доставни цени,N,2025-09-04 10:03:50.000,,4.84848,L,,,0,0,0.0,,0.0,0.0,L,L,104.0,104.0
5569,1,3,36445432,6,6,Y,Склад,"Склад производство, 500kW",3. Метални Елементи,Профилна тръба ЕЗ 60х60х2,28082025/14,21.0,0.0,21.0,0.0,0.0,0.0,109.67228999999999,L,-0.0,Y,0,Доставни цени,N,2025-09-04 10:03:50.000,,5.22249,L,,,0,0,0.0,,0.0,0.0,L,L,21.0,21.0
5569,2,3,46838331,4,4,Y,Склад,"Склад 3, 10/30kW",Колена на резба,Коляно 90° 316L резба М/Ж 1/2“,07082025,2.0,0.0,2.0,0.0,0.0,0.0,7.824,L,-0.0,Y,0,Доставни цени,N,2025-10-03 09:07:19.000,,3.912,L,,,0,0,0.0,,0.0,0.0,L,L,2.0,2.0
5569,3,3,36445432,8,8,Y,Склад,"Склад производство, 500kW",4. Услуги,Транспорт Китай,,1.0,0.0,1.0,0.0,0.0,0.0,2809.0,$,-0.0,Y,0,Доставни цени,N,2025-09-04 10:03:50.000,,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,1.0,1.0
5569,4,3,36445432,9,9,Y,Склад,"Склад производство, 500kW",Ивда Гео,ПП тръба за т. вода Ф25/PN25,164578/1,27.0,0.0,27.0,0.0,0.0,0.0,133.65,L,-0.0,Y,0,Доставни цени,N,2025-09-04 10:03:50.000,,4.95,L,,,0,0,0.0,,0.0,0.0,L,L,27.0,27.0
5569,5,3,36445432,10,10,Y,Склад,"Склад производство, 500kW",Ивда Гео,Тапа за У.К.Б.,164578/2,10.0,0.0,10.0,0.0,0.0,0.0,11.7,L,-0.0,Y,0,Доставни цени,N,2025-09-04 10:03:50.000,,1.17,L,,,0,0,0.0,,0.0,0.0,L,L,10.0,10.0
5569,6,3,46433949,8,8,Y,Склад,"Склад производство, 500kW",М16,Болт с шест.гл. 8.8 vZn М16х40,011025,10.0,0.0,10.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-10-07 08:15:53.000,«0000N0000000000,0.0,Z,,,0,0,0.0,,0.0,0.0,L,L,10.0,10.0
5569,7,3,42282840,238,238,Y,Склад,0. СКЛАД - ОСНОВЕН,М/Ж резба,Преход 304L резба М/Ж 1/2``x1/4``,143284/02092025/5,9.0,0.0,9.0,0.0,0.0,0.0,8.927127,M,-0.0,Y,0,Доставни цени,N,2026-01-22 13:44:47.000,,0.991903,M,,,0,0,0.0,,0.0,0.0,L,L,9.0,9.0
5569,8,3,42282840,25,25,Y,Склад,0. СКЛАД - ОСНОВЕН,2.2. Фитинги за заваряване,"Капа 316L (114,3х2) 4``",10143532/110925/4`,23.0,0.0,23.0,0.0,0.0,0.0,183.68605,M,-0.0,Y,0,Доставни цени,N,2026-01-22 13:44:47.000,,7.98635,M,,,0,0,0.0,,0.0,0.0,L,L,23.0,23.0
5569,9,3,38333754,6,6,Y,0. СКЛАД - ОСНОВЕН,System - 90kW Volkswagen (59),Апогей,Топлообменник XT,36342/261125,2.0,0.0,2.0,0.0,0.0,0.0,1559.99692,M,-0.0,Y,0,Доставни цени,N,2026-02-05 08:09:48.000,,779.9984599999999,M,,,0,0,0.0,,0.0,0.0,L,L,2.0,2.0
5569,11,3,35652614,7,7,Y,Склад,"Склад производство, 500kW",Сензори,Нивомер поплавъчен тип 8181,po32235,10.0,0.0,10.0,0.0,0.0,0.0,1694.9,L,-0.0,Y,0,Доставни цени,N,2025-09-05 08:06:21.000,,169.49,L,,,0,0,0.0,,0.0,0.0,L,L,10.0,10.0
5569,12,3,33898063,1,1,Y,Склад,"Склад 3, 10/30kW",Други (Електроника),Ф2.5 21L2K1T25 R42,12345,2.0,0.0,2.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-09-08 12:56:19.000,,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,2.0,2.0
5569,13,3,33898063,2,2,Y,Склад,"Склад производство, 500kW",Нипели на резба,Нипел шест. 304L резба 150LBS 1/2“,10142820/19082025,9.0,0.0,9.0,0.0,0.0,0.0,19.44,L,-0.0,Y,0,Доставни цени,N,2025-09-08 12:56:19.000,,2.16,L,,,0,0,0.0,,0.0,0.0,L,L,9.0,9.0
5569,14,3,33898063,3,3,Y,Склад,"Склад производство, 500kW",Колена на резба,Коляно 90° 316L резба М/Ж 1/2“,07082025,9.0,0.0,9.0,0.0,0.0,0.0,35.208,L,-0.0,Y,0,Доставни цени,N,2025-09-08 12:56:19.000,,3.912,L,,,0,0,0.0,,0.0,0.0,L,L,9.0,9.0
5569,15,3,33898063,4,4,Y,Склад,"Склад производство, 500kW",Тройници на резба,Тройник 316L резба вътрешна 1/2“,07082025,2.0,0.0,2.0,0.0,0.0,0.0,9.096,L,-0.0,Y,0,Доставни цени,N,2025-09-08 12:56:19.000,,4.548,L,,,0,0,0.0,,0.0,0.0,L,L,2.0,2.0
5569,16,3,33898063,5,5,Y,Склад,"Склад производство, 500kW",Външна резба,Нипел намалител 316L 150LBS 1/2“х1/4“,12,2.0,0.0,2.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-09-08 12:56:19.000,«0000N0000000000,0.0,Z,,,0,0,0.0,,0.0,0.0,L,L,2.0,2.0
5569,17,3,33898063,6,6,Y,Склад,"Склад производство, 500kW",Муфи на резба,Муфа 316L резба 150LBS 1/2“,07082025,8.0,0.0,8.0,0.0,0.0,0.0,28.8,L,-0.0,Y,0,Доставни цени,N,2025-09-08 12:56:19.000,,3.6,L,,,0,0,0.0,,0.0,0.0,L,L,8.0,8.0
5569,18,3,35508917,1,1,Y,Склад,"Склад 3, 10/30kW",2.5.4. Вентили,"Вентил предпазен 1216 НРЖ, PN40  1“х1“",202529294004,1.0,0.0,1.0,0.0,0.0,0.0,475.14,L,-0.0,Y,0,Доставни цени,N,2025-09-10 07:57:39.000,,475.14,L,,,0,0,0.0,,0.0,0.0,L,L,1.0,1.0
5598,0,3,35508917,2,2,Y,Склад,"Склад 3, 10/30kW",Сензори,Трансмитер за налягане 0-15 bar,24607/04.2024,1.0,0.0,1.0,0.0,0.0,0.0,0.0,L,0.0,P,0,Доставни цени,N,2025-09-10 07:57:39.000,,0.0,L,,,0,0,0.0,,0.0,0.0,L,L,1.0,1.0
5598,1,3,35508917,3,3,Y,Склад,"Склад производство, 500kW",2.5.2. Кранове на заварка,Кран сфер. на зав. 3-части 316L PN63 (Акт) 1“,28082025/40,5.0,0.0,5.0,0.0,0.0,0.0,2131.2,L,-19.998986495046505,Y,0,Доставни цени,N,2025-09-10 07:57:39.000,,426.24,L,,,0,0,0.0,,0.0,0.0,L,L,5.0,5.0
5598,2,3,35508917,4,4,Y,Склад,"Склад производство, 500kW",2.1. Тръби,"Тръба шевна 304L (21,3x2) 1/2``",28082025/2,1.0,0.0,1.0,0.0,0.0,0.0,11.19,L,-0.0,Y,0,Доставни цени,N,2025-09-10 07:57:39.000,,11.19,L,,,0,0,0.0,,0.0,0.0,L,L,1.0,1.0
5598,3,3,35508917,5,5,Y,Склад,"Склад производство, 500kW",М12,Болт с шест.гл. 8.8 vZn М12х45,12345/12,58.0,0.0,58.0,0.0,0.0,0.0,1506.26,L,-0.0,Y,0,Доставни цени,N,2025-09-10 07:57:39.000,«0000N0000000000,0.0,Z,,,0,0,0.0,,0.0,0.0,L,L,58.0,58.0
5598,4,3,35508917,6,6,Y,Склад,"Склад производство, 500kW",М12,Гайка шест. 8 vZn М12,12345,58.0,0.0,58.0,0.0,0.0,0.0,313.20000000000005,L,-0.0,Y,0,Доставни цени,N,2025-09-10 07:57:39.000,«0000N0000000000,0.0,Z,,,0,0,0.0,,0.0,0.0,L,L,58.0,58.0
