__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,ID,OFFICE_ID,OLD_SKLAD,OLD_GRUPA,OLD_STOKA,OLD_VALUE,NEW_SKLAD,NEW_GRUPA,NEW_STOKA,NEW_VALUE
1665,0,1,1,0,,Фитинги 316, Фитинги 316,,,,,
1665,1,1,2,0,,Цех, Цех,,,,,
1665,2,1,3,0,,електромагнитно реле, електромагнитно реле,,,,,
1665,3,1,4,0,,кабелни магистрали, кабелни магистрали,,,,,
1665,4,1,5,0,,магнетвентил, магнетвентил,,,,,
1665,5,1,6,0,,свързващи кабели с конектор, свързващи кабели с конектор,,,,,
1665,6,1,7,0,,фитинги за заварки, фитинги за заварки,,,,,
1665,7,1,8,0,,Camozzi, Camozzi,,,,,
1665,8,1,9,0,,Schrack, Schrack,,,,,
1665,9,1,10,0,,М10, М10,,,,,
1665,10,1,11,0,,М12, М12,,,,,
1665,11,1,12,0,,М16, М16,,,,,
1665,12,1,13,0,,М5, М5,,,,,
1665,13,1,14,0,,М6, М6,,,,,
1665,14,1,15,0,,М8, М8,,,,,
1665,15,1,16,0,,Разни консумативи, Разни консумативи,,,,,
1665,16,1,17,0,,Фитинги 304, Фитинги 304,,,,,
1665,17,1,18,0,,,,,,Материали,,
1665,18,1,19,0,,фитинги за заварки,,,,Материали,,
1665,19,1,20,0,,свързващи кабели с конектор,,,,Материали,,
1665,20,1,21,0,,магнетвентил,,,,Материали,,
1665,21,1,22,0,,кабелни магистрали,,,,Материали,,
1665,22,1,23,0,,електромагнитно реле,,,,Материали,,
1665,23,1,24,0,,Цех,,,,Материали,,
1665,24,1,25,0,,Фитинги 316,,,,Материали,,
1665,25,1,26,0,,Фитинги 304,,,,Материали,,
1665,26,1,27,0,,Разни консумативи,,,,Материали,,
1665,27,1,28,0,,М8,,,,Материали,,
1665,28,1,29,0,,М6,,,,Материали,,
1665,29,1,30,0,,М5,,,,Материали,,
1665,30,1,31,0,,М16,,,,Материали,,
1665,31,1,32,0,,М12,,,,Материали,,
1665,32,1,33,0,,М10,,,,Материали,,
1665,33,1,34,0,,Schrack,,,,Материали,,
1665,34,1,35,0,,Camozzi,,,,Материали,,
1665,35,1,36,0,,951038,,,,Материали,,
1665,36,1,37,0,,Машини,,,,,,
1665,37,1,77,0,,,,,,Машини,Мултицет V&A VA19,
1665,38,1,79,0,,,,,,Машини,Мултицет CAT JTW838,
1665,39,1,82,0,,,,,,Производствен цех - инструменти,Макетен нож други,
1665,40,1,84,0,,,,,,Производствен цех - инструменти,Отвертки други права,
1665,41,1,86,0,,,,,,Производствен цех - инструменти,Отвертки други кръстата,
1665,42,1,88,0,,,,,,Производствен цех - инструменти,Отвертки други кръстата червена,
1665,43,1,90,0,,,,,,Продукция,,
1665,44,1,91,0,,,,,,Продукция,AEM-Z-500kW,
1665,45,1,94,0,,,,,,,,dfd
1665,46,1,97,0,,,,,,,,fddff
1665,47,1,99,0,,,,,,,,Наш
1665,48,1,103,0,,,,,,Метални елементи,,
1665,49,1,104,0,,,,fddff,,,,Крисметал
1665,50,1,113,0,,,,Наш,,,,Склад
5252,0,1,120,0,Цех,,,,Склад производство,,,
5252,1,1,133,0,,,,,,магнетвентил,Safety valve DE seguridad 2``G x 2``G,
5252,2,1,135,0,,,,,,,,Genebre
5252,3,1,137,0,,кабелни магистрали,"гайка самоосигурителна 10, цинк 00985 1001 16 М1",,,М10,"гайка самоосигурителна 10, цинк 00985 1001 16 М1",
5252,4,1,138,0,,М10,"гайка самоосигурителна 10, цинк 00985 1001 16 М1",,,М16,"гайка самоосигурителна 10, цинк 00985 1001 16 М1",
5252,5,1,139,0,,кабелни магистрали,"гайка шестостенна 10, цинк 00934 1001 16 М16",,,М16,"гайка шестостенна 10, цинк 00934 1001 16 М16",
5252,6,1,140,0,,кабелни магистрали,шпилка 009575 1000 16 2000 М16х2000,,,Цех,шпилка 009575 1000 16 2000 М16х2000,
5252,7,1,148,0,Склад,магнетвентил,Електрохимичен кислороден анализатор OxyTrend E2,E240373-2,,,,
5252,8,1,150,0,Склад,магнетвентил,Електрохимичен кислороден анализатор OxyTrend E2,E240373-2,,,,
5252,9,1,153,0,Склад,магнетвентил,Електрохимичен кислороден анализатор OxyTrend E2,E240373-2,,,,
5252,10,1,154,0,Склад,магнетвентил,Електрохимичен кислороден анализатор OxyTrend E2,E240373-1,,,,
5252,11,1,158,0,,Цех,шпилка 009575 1000 16 2000 М16х2000,,,Цех,шпилка  М16х2000,
5252,12,1,159,0,,Цех,фланци с резба 951039 DN50,,,Цех,фланци с резба  DN50,
5252,13,1,160,0,,Цех,фланци с резба 951036 DN25,,,Цех,фланци с резба  DN25,
5252,14,1,161,0,,Цех,фланци 102939 DN50,,,Цех,фланци DN50,
5252,15,1,162,0,,Цех,фланци 102938 DN40,,,Цех,фланци DN40,
5252,16,1,163,0,,Цех,фланци 102936 DN25,,,Цех,фланци  DN25,
5252,17,1,164,0,,Цех,сферичен кран със задвижка 56210651,,,Цех,сферичен кран със задвижка,
5252,18,1,165,0,,Цех,"сферичен кран със задвижкa, зав. 56370651 модел",,,Цех,"сферичен кран със задвижкa, зав. модел",
5252,19,1,166,0,,Цех,"сферичен кран със задвижкa, зав. модел",,,Цех,"сферичен кран със задвижкa, зав.",
5252,20,1,167,0,,,,,,Разни консумативи,"Датчик за налягане, 0-10 bar., G 1/2`",
5252,21,1,168,0,,Метални елементи,,,,,,
5252,22,1,169,0,,кабелни магистрали,,,,,,
5252,23,1,176,0,,,,,,Schrack,"прекъсвач C 32/1, MCB 230/400 V",
5252,24,1,177,0,,,,,,,,Schrack
5252,25,1,180,0,,,,,,,,Унител ЕООД
5252,26,1,181,0,,,,,,Унител,,
5252,27,1,182,0,,,,,,Унител,"захранващо устройство, SDR-240-24",
5252,28,1,183,0,,Schrack,захранване за DIN шина SDR-120-24 24V/5A,,,Унител,захранване за DIN шина SDR-120-24 24V/5A,
5252,29,1,184,0,,Унител,,,,Материали,,
5252,30,1,189,2,,,,,,,,
5252,31,1,191,2,,Табло - Газ анализатор,"Flow meter in Plexiglass for hydrogen  Scale 0,0",,,,,
5252,32,1,194,2,,Табло - Газ анализатор,"Flow meter in Plexiglass for hydrogen, Scale 0,0",,,Табло - Газ анализатор,"Flow meter in Plexiglass for hydrogen, 0,02-0,5",
5252,33,1,195,2,,Табло - Газ анализатор,"Flow meter in Plexiglass for oxygen Scale 0,2-3",,,,,
5252,34,1,199,2,,,,,,,,ИФМ Електроник ЕООД
5401,0,1,200,2,Склад,Устройства,Температурен сензор,,,,,
5401,1,1,201,2,,,,,,Устройства,Температурен датчик,
5401,2,1,202,2,,Устройства,Температурен сензор,,,,,
5401,3,1,207,2,,,,,,Фитинги на резба,"коляно 90° вътр./вън. резба, 1/2`",
5401,4,1,208,2,,Фитинги на резба,"коляно 90° вътр./вън. резба, 1/2`",,,Фитинги на резба,"коляно 90°, 304L, вътр./вън. резба, 1/2`",
5401,5,1,209,2,,,,,,304L,,
5401,6,1,210,2,,Фитинги на резба,"коляно 90°, 304L, вътр./вън. резба, 1/2`",,,304L,"коляно 90°, 304L, вътр./вън. резба, 1/2`",
5401,7,1,211,2,,Фитинги на резба,Тапа 304L 150LBS 1/2``,,,304L,Тапа 304L 150LBS 1/2``,
5401,8,1,212,2,,Фитинги на резба,Преход 304L 1/2`` x 1/4``,,,304L,Преход 304L 1/2`` x 1/4``,
5401,9,1,213,2,,Фитинги на резба,Муфа 304L резбa 150LBS L54 2``,,,304L,Муфа 304L резбa 150LBS L54 2``,
5401,10,1,214,2,,Фитинги на резба,Муфа 304L резбa 150LBS L45 1 1/2``,,,304L,Муфа 304L резбa 150LBS L45 1 1/2``,
5401,11,1,215,2,,Фитинги на резба,Муфа 304L резбa 150LBS L42 1``,,,304L,Муфа 304L резбa 150LBS L42 1``,
5401,12,1,216,2,,Фитинги на резба,Муфа 304L резбa 150LBS L25/30  1/2``,,,304L,Муфа 304L резбa 150LBS L25/30  1/2``,
5401,13,1,217,2,,,,,,304L,"коляно 90°, 304L, вътр./вън. резба, 1`",
5401,14,1,218,2,,,,,,304L,"коляно 90°, 304L вътр./вън. резба, 1 1/4“",
5401,15,1,219,2,,,,,,304L,"коляно 90°, 304L вътр./вън. резба, 1 1/2“",
5401,16,1,220,2,,,,,,304L,"коляно 90°, 304L вътр./вън. резба, 2`",
5401,17,1,221,2,,,,,,304L,"коляно 90°, 304L вътр. резба, 1 1/4`",
5401,18,1,222,2,,,,,,304L,"коляно 90°, 304L вътр. резба, 1 1/2`",
5401,19,1,223,2,,,,,,304L,"тройник 304L, 1/2`",
5401,20,1,224,2,,,,,,304L,"тройник, 304L, 3/4`",
5401,21,1,225,2,,,,,,304L,"тройник 304L, 1`",
5401,22,1,226,2,,,,,,304L,"тройник 304L, 1 1/4`",
5401,23,1,227,2,,,,,,304L,"тройник 304L, 1 1/2`",
5401,24,1,228,2,,,,,,304L,"муфа L45, 304L, 1/2",
5401,25,1,229,2,,,,,,304L,"преход м/ж, 304L, 1x1/2",
5401,26,1,230,2,,,,,,304L,"нипел шестостен 304L, 1/2`",
5401,27,1,231,2,,,,,,304L,"нипел шестостен 304L, 1`",
5401,28,1,232,2,,,,,,304L,"нипел шестостен 304L, 1 1/4`",
5401,29,1,233,2,,,,,,304L,"нипел шестостен 304L, 1 1/2`",
5401,30,1,234,2,,,,,,304L,"тапа шестостенна 304L, 1`",
5401,31,1,235,2,,,,,,304L,"тапа шестостенна 304L, 1 1/2`",
5401,32,1,236,2,,,,,,304L,"преход резбован м/ж, 304L, 3/4x1/2",
5401,33,1,237,2,,,,,,316,,
5401,34,1,238,2,,Фитинги на резба,Холендър 316L вътрешнa резбa 150LBS 1/2``,,,316,Холендър 316L вътрешнa резбa 150LBS 1/2``,
5401,35,1,239,2,,Фитинги на резба,Холендър 316L вътрешнa резбa 105LBS 1/2``,,,316,Холендър 316L вътрешнa резбa 105LBS 1/2``,
5401,36,1,240,2,,Фитинги на резба,Холендър 316 PTFE М/Ж BSP 2``,,,316,Холендър 316 PTFE М/Ж BSP 2``,
5353,0,1,241,2,,Фитинги на резба,Холендър 316 PTFE М/Ж BSP 1``,,,316,Холендър 316 PTFE М/Ж BSP 1``,
5353,1,1,242,2,,Фитинги на резба,Тройник 316L вътрешна резба 150LBS 1/2``,,,316,Тройник 316L вътрешна резба 150LBS 1/2``,
5353,2,1,243,2,,Фитинги на резба,Преход 316L 150LBS вътрешна резба 1/2``х1/4``,,,316,Преход 316L 150LBS вътрешна резба 1/2``х1/4``,
5353,3,1,244,2,,Фитинги на резба,Нипел намалител 316L 150LBS 1/2``x1/4``,,,316,Нипел намалител 316L 150LBS 1/2``x1/4``,
5353,4,1,245,2,,Фитинги на резба,Нипел 316L шестостен 150LBS EU 1``,,,316,Нипел 316L шестостен 150LBS EU 1``,
5353,5,1,246,2,,Фитинги на резба,Нипел 316L шестостен 150LBS EU 1/2``,,,316,Нипел 316L шестостен 150LBS EU 1/2``,
5353,6,1,247,2,,Фитинги на резба,Нипел 316L шестостен 1/4``,,,316,Нипел 316L шестостен 1/4``,
5353,7,1,248,2,,Фитинги на резба,Нипел 316L шестостен 1/2``,,,316,Нипел 316L шестостен 1/2``,
5353,8,1,249,2,,Фитинги на резба,Муфа 316L резбa 150LBS L33 1/2``,,,316,Муфа 316L резбa 150LBS L33 1/2``,
5353,9,1,250,2,,Фитинги на резба,Муфа 316L резбa 150LBS L25 1/4``,,,316,Муфа 316L резбa 150LBS L25 1/4``,
5353,10,1,251,2,,Фитинги на резба,Муфа 316L резбa 150LBS L10 1/2``,,,316,Муфа 316L резбa 150LBS L10 1/2``,
5353,11,1,252,2,,Фитинги на резба,Вътрешно редуциращ нипел 3/4-1/4,,,316,Вътрешно редуциращ нипел 3/4-1/4,
5353,12,1,253,2,,Фитинги на резба,Коляно 90o 316L М/Ж резба 150LBS 1/2``,,,316,Коляно 90o 316L М/Ж резба 150LBS 1/2``,
5353,13,1,255,2,,304L,"муфа L45, 304L, 1/2",,,,,
5353,14,1,258,2,,316,Вътрешно редуциращ нипел 3/4-1/4,,,316,Преход 3/4-1/4,
5353,15,1,260,2,,316,Преход 3/4-1/4,,,316,"Преход 316L, 3/4-1/4",
5353,16,1,261,2,,316,"Преход 316L, 3/4-1/4",,,316,"Преход м/ж 316L, 3/4-1/4",
5353,17,1,262,2,,Фитинги 304,,,,,,
5353,18,1,263,2,,Фитинги на резба,Права връзка неръждаема X1510 8/6-1/4,,,Фитинги 316,Права връзка неръждаема X1510 8/6-1/4,
5353,19,1,264,2,,Фитинги на резба,"Права връзка 1510 15/12,5-1/2",,,Фитинги 316,"Права връзка 1510 15/12,5-1/2",
5353,20,1,265,2,,Фитинги на резба,Права връзка  1511 8/6-1/4,,,Фитинги 316,Права връзка  1511 8/6-1/4,
5353,21,1,266,2,,Фитинги на резба,Y-Филтър 1/2,,,Фитинги 316,Y-Филтър 1/2,
5353,22,1,267,2,,Фитинги на резба,Safety valve DE seguridad 2````G x 2````G,,,Фитинги 316,Safety valve DE seguridad 2````G x 2````G,
5353,23,1,268,2,,Фитинги 316,,,,Фитинги на резба,,
5353,24,1,269,2,,316,,,,316 разни,,
5353,25,1,270,2,,Фитинги на резба,Ъглова връзка неръждаема 1/4,,,316 разни,Ъглова връзка неръждаема 1/4,
5353,26,1,271,2,,Фитинги на резба,Съединителна връзка неръжаема 1/4``,,,316 разни,Съединителна връзка неръжаема 1/4``,
5353,27,1,272,2,,Фитинги на резба,Редуктор (2?),,,316 разни,Редуктор (2?),
5353,28,1,273,2,,Фитинги на резба,Редуктор (1?),,,316 разни,Редуктор (1?),
1670,0,1,274,2,,Фитинги на резба,Регулиращ вентил модел 3280 G1/4`` 316,,,316 разни,Регулиращ вентил модел 3280 G1/4`` 316,
1670,1,1,275,2,,Фитинги на резба,"Пружина за предпазен вентил M2170, 2.1-4.0 bar g",,,316 разни,"Пружина за предпазен вентил M2170, 2.1-4.0 bar g",
1670,2,1,276,2,,Фитинги на резба,"Предпазен вентил 1216 TOSACA, 316L, М-Ж, PN40, 1",,,316 разни,"Предпазен вентил 1216 TOSACA, 316L, М-Ж, PN40, 1",
1670,3,1,277,2,,Фитинги на резба,Муфа 1/2 L16,,,316 разни,Муфа 1/2 L16,
1670,4,1,279,2,,Фитинги на резба,Щуцер маркуч (AISI 304 шестостен S22),,,Фитинги на резба,"Щуцер маркуч 304, 1/2",
1670,5,1,280,2,,Фитинги на резба,"Щуцер маркуч 304, 1/2",,,304L,"Щуцер маркуч 304, 1/2",
1670,6,1,282,2,,,,,,304L,"Тапа шестостен 304, 1/4`",
1670,7,1,293,2,,Крепежи,,,,Крепежи 500,,
1670,8,1,294,2,,,,,,Полипропилен,,
1670,9,1,295,2,,Връзки: PP,,,,Полипропилен,,
1670,10,1,296,2,,PP компоненти,,,,Полипропилен,,
1670,11,1,297,2,,,,,,500,,
1670,12,1,298,2,,Крепежи 500,,,,500,,
1670,13,1,299,2,,Каталитична колона,,,,500,,
1670,14,1,300,2,,Кабелни канали,,,,500,,
1670,15,1,301,2,,Изсушител,,,,500,,
1670,16,1,302,2,,Електроника,,,,500,,
1670,17,1,303,2,,Електролизьор,,,,500,,
1670,18,1,304,2,,Демистер,,,,500,,
1670,19,1,305,2,,Водна баня,,,,500,,
1670,20,1,306,2,,Буферен съд,,,,500,,
1670,21,1,308,2,,Продукция,,,,,,
1670,22,1,309,2,,,,,,Инструменти,,
1670,23,1,310,2,,Фрезовъчен цех,,,,Инструменти,,
1670,24,1,311,2,,Хале  - инструменти,,,,Инструменти,,
1670,25,1,319,2,,М6,болт цинк VE200 093300600650008201 М6х65,,,М6,болт цинк  М6х65,
1670,26,1,320,2,Склад,Цех,"сферичен кран със задвижкa, зав. 56370651 модел",,,,,
1670,27,1,321,2,Склад,Цех,сферичен кран със задвижка 56210651,,,,,
1670,28,1,322,2,,Машини,,,,Инструменти,,
1670,29,1,323,2,,Schrack,токов трансформатор MG952005-A CT50/5A,,,Schrack,токов трансформатор CT50/5A,
1670,30,1,324,2,,Schrack,реле с цокъл PT570024 6A/24V,,,Schrack,реле с цокъл  6A/24V,
1670,31,1,325,2,,Schrack,цокъл за PT реле PT78742 6A/250V AC,,,Schrack,цокъл за PT реле  6A/250V AC,
1670,32,1,326,2,,Schrack,цокъл за PT реле YPT78704 6A/250V AC,,,Schrack,цокъл за PT реле YP 6A/250V AC,
1670,33,1,327,2,,Производствен цех - инструменти,,,,Инструменти,,
1670,34,1,328,2,,Металхидрид,,,,Инструменти,,
1670,35,1,330,2,,,,,,Заваръчни връзки,"Капа нер.ст. 304L, 168.3х2",
1670,36,1,337,2,,магнетвентил,"предпазен вентил 1216 НРЖ, PN40 442806 1``-1``",10142820/19082025,,магнетвентил,"предпазен вентил 1216 НРЖ, PN40 442806 1``-1``",202529294004
1670,37,1,349,2,,,,,,,,Валерус - Валери Русинов ЕТ
5391,0,1,351,2,,,,,,,,-
5391,1,1,352,2,,,,,,Други,Смола за дейонизатор,
5391,2,1,355,2,,,,,,,,ИТТ България ЕООД
5391,3,1,356,2,,,,Schrack,,,,Шрак Техник ЕООД
5391,4,1,357,2,,,,,,,,Central Fluidsystems s.r.o. / Swagelok
5391,5,1,358,2,,,,,,,,ЛД ООД
5391,6,1,359,2,,,,,,,,Филипекс - Илия Филипов ЕТ
5391,7,1,360,2,,,,,,,,СМ Сензорматик ЕООД
5391,8,1,361,2,,,,,,,,Ангел Стоилов-96 АД
5391,9,1,362,2,,,,,,,,Инвест Електроникс ООД
5391,10,1,366,2,,,,dfd,,,,
5391,11,1,381,2,,,,,,,,Комет Електроникс ООД
5391,12,1,382,2,,,,-,,,,ADEV S.R.L.
5391,13,1,383,2,,,,,,,,1
5391,14,1,424,2,,,,,,,,Патлиджански ООД
5391,15,1,432,2,,,,,,,,schubert & salzer
5391,16,1,448,2,,,,,,,,Деатрейд.БГ ЕООД
5391,17,1,449,2,,,,,,Електролизьор,Уплътнение от експандиран тефлон ф397х325х0.5,
5391,18,1,456,2,,,,,,Фитинги 316,"Холендър 316, м/ж PTFE 1/2`",
5391,19,1,462,2,,,,,,,,Златна Панега
5391,20,1,467,2,,,,,,,,Нирстрой ООД
5391,21,1,489,2,Склад,Тръби,"Тръба шевна 316L (168,3х2,0) 6``",28082025/6,,,,
5391,22,1,521,2,Склад,Цех,фланци  DN25,28082025/16,,,,
5391,23,1,523,2,Склад,Цех,фланци с резба 951036 DN25,,,,,
5391,24,1,524,2,Склад,Цех,фланци с резба 951039 DN50,,,,,
5391,25,1,525,2,Склад,Цех,фланци DN40,,,,,
5391,26,1,526,2,Склад,Цех,фланци DN50,,,,,
5391,27,1,527,2,Склад,Цех,фланци  DN25,,,,,
5391,28,1,530,2,,,,,,,,Suzhou
5391,29,1,531,2,,,,,,Електролизьор,Композитна мембрана за алкални електролизни с-ве,
5391,30,1,537,2,,,,,,,,Ивда-Гео ООД
5391,31,1,538,2,,PP компоненти,ПП тръба за т. вода Ф20/PN20,,,PP компоненти,ПП тръба за т. вода Ф25/PN25,
5391,32,1,539,2,,,,,,PP компоненти,Тапа за У.К.Б.,
5391,33,1,553,2,Склад,фитинги за заварки,коляно 90? зав. 316 106406 33.7х2,123,,,,
5391,34,1,555,2,Склад,фитинги за заварки,коляно 90? зав. 316 106406 33.7х2,123,,,,
5391,35,1,556,2,Склад,фитинги за заварки,коляно 90? зав. 316 106406 33.7х2,,,,,
5391,36,1,564,2,,Заваръчни връзки,"Коляно 90o 304L заварка (33,7х2) 1``",28082025/27,,Заваръчни връзки,"Коляно 90o 304L заварка (33,7х2) 1``",28082025/26
5391,37,1,580,2,,,,,,Изсушител,XT Топлообменник,
5391,38,1,581,2,,,,,,,,Апогей 99 ООД
5391,39,1,593,2,,,,,,,,Явор-М ЕООД
5391,40,1,594,2,,Други,Тефлонова лента проф. 12м12*0.1,,,Други,"Тефлонова лента, 13м 3/4`",
5391,41,1,596,2,,Други,Тефлонова лента,,,Други,"Тефлонова лента, 7м. 1/2`",
5391,42,1,598,2,,Други,"Тефлонова лента, 13м 3/4`",3899-00,,Други,"Тефлонова лента, 13м 3/4`",3901-00
5606,0,1,613,2,,,,1,,,,0
5606,1,1,623,2,,,,,,М16,"Шайба пружинна, цинк, М16, 100бр./оп.",
5606,2,1,632,2,,,,,,Кранове,"3PCS full bore B.V., 1“",
5606,3,1,643,2,,,,,,Кранове,"Valve 2528, 1 1/2“ with GE-05, 24/24",
5606,4,1,648,2,,,,,,304L,"Щуцер за маркуч 304, 1/4",
5606,5,1,651,2,,,,,,,,стругарно
5606,6,1,658,2,,,,,,,,ИНТЕРМЕТАЛ ООД
5606,7,1,662,2,,,,Central Fluidsystems s.r.o. / Swagelok,,,,CENTRAL FLUIDSYSTEMS S.R.O. / SWAGELOK
5606,8,1,663,2,,,,Genebre,,,,GENEBRE
5606,9,1,664,2,,,,Suzhou,,,,SUZHOU
5606,10,1,665,2,,,,schubert & salzer,,,,SCHUBERT & SALZER
5606,11,1,666,2,,,,Ангел Стоилов-96 АД,,,,АНГЕЛ СТОИЛОВ-96 АД
5606,12,1,667,2,,,,Апогей 99 ООД,,,,АПОГЕЙ 99 ООД
5606,13,1,668,2,,,,Валерус - Валери Русинов ЕТ,,,,ВАЛЕРУС - ВАЛЕРИ РУСИНОВ ЕТ
5606,14,1,669,2,,,,Деатрейд.БГ ЕООД,,,,ДЕАТРЕЙД.БГ ЕООД
5606,15,1,670,2,,,,ИТТ България ЕООД,,,,ИТТ БЪЛГАРИЯ ЕООД
5606,16,1,671,2,,,,ИФМ Електроник ЕООД,,,,ИФМ ЕЛЕКТРОНИК ЕООД
5606,17,1,672,2,,,,Ивда-Гео ООД,,,,ИВДА-ГЕО ООД
5606,18,1,673,2,,,,Инвест Електроникс ООД,,,,ИНВЕСТ ЕЛЕКТРОНИКС ООД
5606,19,1,674,2,,,,Комет Електроникс ООД,,,,КОМЕТ ЕЛЕКТРОНИКС ООД
5606,20,1,675,2,,,,Крисметал,,,,КРИСМЕТАЛ
5606,21,1,676,2,,,,Нирстрой ООД,,,,НИРСТРОЙ ООД
5606,22,1,677,2,,,,Патлиджански ООД,,,,ПАТЛИДЖАНСКИ ООД
5606,23,1,678,2,,,,СМ Сензорматик ЕООД,,,,СМ СЕНЗОРМАТИК ЕООД
5606,24,1,679,2,,,,Унител ЕООД,,,,УНИТЕЛ ЕООД
5606,25,1,680,2,,,,Филипекс - Илия Филипов ЕТ,,,,ФИЛИПЕКС - ИЛИЯ ФИЛИПОВ ЕТ
5606,26,1,681,2,,,,Шрак Техник ЕООД,,,,ШРАК ТЕХНИК ЕООД
5606,27,1,682,2,,,,Явор-М ЕООД,,,,ЯВОР-М ЕООД
5606,28,1,692,2,,,,,,Тръби,"Тръба шевна 304, 48,3х3",
5606,29,1,695,2,,,,,,304L,"Муфа 304 резба, 1/4`",
5606,30,1,714,2,,фитинги за заварки,тройник 106606 33.7х2,,,фитинги за заварки,"тройник 304, 33.7х2, 1`",
5606,31,1,715,2,,фитинги за заварки,тройник 106608 48.3х2,,,фитинги за заварки,"тройник 304, заварка, 48.3х2, 1 1/2`",
5606,32,1,717,2,,фитинги за заварки,"тройник 304, 33.7х2, 1`",,,фитинги за заварки,"тройник 304,заварка 33.7х2, 1`",
5606,33,1,719,2,,фитинги за заварки,"тройник 304,заварка 33.7х2, 1`",,,Заваръчни връзки,"тройник 304,заварка 33.7х2, 1`",
5606,34,1,720,2,,фитинги за заварки,"тройник 304, заварка, 48.3х2, 1 1/2`",,,Заваръчни връзки,"тройник 304, заварка, 48.3х2, 1 1/2`",
5606,35,1,726,2,,,,,,фитинги за заварки,"Намалител концентричен 316, зав. 60.3х33.7х2",
5606,36,1,737,2,,Тръби,"Тръба шевна 304, 48,3х3",10143532/110925/48x3,,Тръби,"Тръба шевна 304, 48,3х3",10143532/110925/48x3x3
5642,0,1,738,2,,Тръби,"Тръба шевна 304L (48,3х2) 1 1/2``",10143532/110925/48x3,,Тръби,"Тръба шевна 304L (48,3х2) 1 1/2``",10143532/110925/48.3
5642,1,1,739,2,,Заваръчни връзки,"Капа 316L заварка (114,3х2) 4``",10143532/110925/114.3,,Заваръчни връзки,"Капа 316L заварка (114,3х2) 4``",10143532/110925/4`
5642,2,1,740,2,,Заваръчни връзки,"Коляно 90o 304L заварка (60,3x2) 2``",k2`,,Заваръчни връзки,"Коляно 90o 304L заварка (60,3x2) 2``",10143532/110925/k2`
5642,3,1,743,2,,,,,,магнетвентил,"Пружина Tosaca, 8.1-14.0 M2216",
5642,4,1,744,2,,,,,,магнетвентил,"Предпазен вентил 1216 НРЖ PN40, 2`x2`",
5642,5,1,745,2,,магнетвентил,"предпазен вентил 1216 НРЖ, PN40 442806 1``-1``",10143532/110925/pv1`,,магнетвентил,"предпазен вентил 1216 НРЖ, PN40 442806 1``-1``",10143548/110925/pv1`
5642,6,1,751,2,,магнетвентил,"Предпазен вентил 1216 НРЖ PN40, 2`x2`",10143548/110925/pv2`,,магнетвентил,"Предпазен вентил 1216 НРЖ PN40, 2`x2`",202530099002
5642,7,1,758,2,Склад,951038,,,,,,
5642,8,1,773,2,,Тръби,Тръба шевна 304L (33.7x2.6) 1``,,,Тръби,Тръба шевна 304L (33.7x3) 1``,
5642,9,1,774,2,,Тръби,Тръба шевна 304L (33.7x3) 1``,,,Тръби,Тръба шевна 304L (33.7x2) 1``,
5642,10,1,775,2,,,,,,Метални компоненти,"Тръба инж.ст. 304, 33.7х2.6",
5642,11,1,779,2,,М16,"гайка шестостенна 10, цинк 00934 1001 16 М16",,,М16,"гайка шестостенна , цинк М16",
5642,12,1,781,2,Склад,М16,шестоъгълна гайка цинк 00934 8001 16 М16,,,,,
5642,13,1,786,2,,,,,,Комет електроникс,,
5642,14,1,787,2,,,,,,Комет електроникс,Цокли М8,
5642,15,1,789,2,,,,,,Хард Тех,,
5642,16,1,790,2,,,,,,Хард Тех,Платки,
5642,17,1,791,2,,,,,,Хард Тех,Платки 2,
5642,18,1,792,2,,,,,,Хард Тех,Платки 3,
5642,19,1,793,2,,,,,,Хард Тех,Кондензатори,
5642,20,1,794,2,,,,,,,,ХАРД ТЕХ ООД
5642,21,1,799,2,,,,,,,,ДЕЛТА ИНСТРУМЕНТ ООД
5642,22,1,800,2,,,,,,Делта Инструмент,,
5642,23,1,801,2,,,,,,Делта Инструмент,Трансмитер с галванично разделяне,
5642,24,1,803,2,,,,,,Връзки: PP,Нипел вътрешно-редуктивен 1`х1/2` полипропилен,
5642,25,1,804,2,,,,,,,,ТАШЕВ ГАЛВИНГ ООД
5642,26,1,807,2,,,,,,DF,,
5642,27,1,808,2,,,,,,DF,"Перфорирана ламарина, 1000х2000х0.5",
5642,28,1,809,2,Склад,Електролизьор,,,,,,
5642,29,1,810,2,,500,"Перфорирана ламарина LB 1000x2000x0,5, RV 2-3: 1",,,,,
5642,30,1,811,2,,,,,,,,ДФ БЪЛГАРИЯ ЕООД
5642,31,1,813,2,,,,,,,,СИМЕЙ ООД
5642,32,1,814,2,,,,,,Други,Неръждаем съд 75л.,
5642,33,1,817,2,,,,,,Метални компоненти,"Прът неръжд.304, ф35",
5642,34,1,822,2,,,,,,Други,Етилов алкохол 96%,
5642,35,1,824,2,,Електроника,"Реле с 14 пина, 6А",,,Schrack,"Реле с 14 пина, 6А",
5642,36,1,839,2,,Електроника,Станция за сензор за газ GA-220,,,Устройства,Станция за сензор за газ GA-220,
5668,0,1,840,2,,Устройства,Станция за сензор за газ GA-220,,,Устройства,Управление за сензор за газ GA-220,
5668,1,1,845,2,,Други,Шлаух полиамид бял 8/6,,,Други,"Шлаух полиамид бял 8/6, 100м/ролка",
