__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,ID,OFFICE_ID,OLD_SKLAD,OLD_GRUPA,OLD_STOKA,OLD_VALUE,NEW_SKLAD,NEW_GRUPA,NEW_STOKA,NEW_VALUE
6366,26,1,3957,2,,Кабели и накрайници,Кабел S/FTP,,,Кабели и накрайници 500,Кабел S/FTP,
6366,27,1,3958,2,,Кабели и накрайници,Кабел за температурен сензор,,,Кабели и накрайници 500,Кабел за температурен сензор,
6366,28,1,3959,2,,Кабели и накрайници,Гофрирана тръба за ел. проводник Ф19,,,Кабели и накрайници 500,Гофрирана тръба за ел. проводник Ф19,
6368,0,1,3960,2,,Кабели и накрайници,Тръба инсталационна гъвкава M25 320N 50m,,,Кабели и накрайници 500,Тръба инсталационна гъвкава M25 320N 50m,
6368,1,1,3961,2,,Кабели и накрайници,"Проводник 500V 0,75mm черен",,,Кабели и накрайници 500,"Проводник 500V 0,75mm черен",
6368,2,1,3962,2,,Кабели и накрайници,"Проводник 500V 0,75mm червен",,,Кабели и накрайници 500,"Проводник 500V 0,75mm червен",
6368,3,1,3963,2,,Кабели и накрайници,"Проводник 500V 0,75mm син",,,Кабели и накрайници 500,"Проводник 500V 0,75mm син",
6368,4,1,3964,2,,Кабели и накрайници,"Проводник 500V 0,75mm кафяв",,,Кабели и накрайници 500,"Проводник 500V 0,75mm кафяв",
6368,5,1,3965,2,,Кабели и накрайници,"Проводник 500V 0,75mm зелен",,,Кабели и накрайници 500,"Проводник 500V 0,75mm зелен",
6368,6,1,3966,2,,Кабели и накрайници,"Проводник 500V 0,75mm жълто-зелен",,,Кабели и накрайници 500,"Проводник 500V 0,75mm жълто-зелен",
6368,7,1,3967,2,,Кабели и накрайници,"Проводник 500V 0,75mm бял",,,Кабели и накрайници 500,"Проводник 500V 0,75mm бял",
6368,8,1,3968,2,,Кабели и накрайници,"Проводник 500V 0,75mm жълт",,,Кабели и накрайници 500,"Проводник 500V 0,75mm жълт",
6368,9,1,3969,2,,Кабели и накрайници,"Проводник 500V 0,5mm черен",,,Кабели и накрайници 500,"Проводник 500V 0,5mm черен",
6368,10,1,3970,2,,Кабели и накрайници,"Проводник 500V 0,5mm червен",,,Кабели и накрайници 500,"Проводник 500V 0,5mm червен",
6368,11,1,3971,2,,Кабели и накрайници,"Проводник 500V 0,5mm син",,,Кабели и накрайници 500,"Проводник 500V 0,5mm син",
6368,12,1,3972,2,,Кабели и накрайници,"Проводник 500V 0,5mm кафяв",,,Кабели и накрайници 500,"Проводник 500V 0,5mm кафяв",
6368,13,1,3973,2,,Кабели и накрайници,"Проводник 500V 0,5mm зелен",,,Кабели и накрайници 500,"Проводник 500V 0,5mm зелен",
6368,14,1,3974,2,,Кабели и накрайници,"Проводник 500V 0,5mm жълт",,,Кабели и накрайници 500,"Проводник 500V 0,5mm жълт",
6368,15,1,3975,2,,Кабели и накрайници,"Проводник 500V 0,5mm виолетов",,,Кабели и накрайници 500,"Проводник 500V 0,5mm виолетов",
6368,16,1,3976,2,,Кабели и накрайници,"Проводник 500V 0,5mm бял",,,Кабели и накрайници 500,"Проводник 500V 0,5mm бял",
6368,17,1,3977,2,,Кабели и накрайници,"Кабелен накрайник 8mm червен 1,0mm",,,Кабели и накрайници 500,"Кабелен накрайник 8mm червен 1,0mm",
6368,18,1,3978,2,,Кабели и накрайници,"Кабелен накрайник 8mm син 2,5mm",,,Кабели и накрайници 500,"Кабелен накрайник 8mm син 2,5mm",
6368,19,1,3979,2,,Кабели и накрайници,"Кабелен накрайник 8mm сив 0,75mm",,,Кабели и накрайници 500,"Кабелен накрайник 8mm сив 0,75mm",
6368,20,1,3980,2,,Кабели и накрайници,"Кабелен накрайник 8mm бял 0,5mm",,,Кабели и накрайници 500,"Кабелен накрайник 8mm бял 0,5mm",
6368,21,1,3981,2,,Кабели и накрайници,"Кабелен накрайник 8mm черен 1,5mm",,,Кабели и накрайници 500,"Кабелен накрайник 8mm черен 1,5mm",
6368,22,1,3982,2,,Кабели и накрайници,Кабелен накрайник 12mm жълт 6mm,,,Кабели и накрайници 500,Кабелен накрайник 12mm жълт 6mm,
6368,23,1,3994,2,,,,,,Тръби,"Тръба квадратна 304, 20х20х1.5",
6368,24,1,3999,2,,,,,,Фитинги 316,"Холендър 316L, м/м PFTE 1/2`",
6385,0,1,4000,2,,фитинги за заварки,капа зав. 316 102665 219.1х2,,,Заваръчни връзки,капа зав. 316 102665 219.1х2,
6385,1,1,4001,2,,Заваръчни връзки,капа зав. 316 102665 219.1х2,,,Заваръчни връзки,"Капа зав. 316, 219.1х2",
6385,2,1,4012,2,,,,,,Кабелни канали 500,,
6385,3,1,4013,2,,Кабелни канали,"Стенна конзола 90x610mm 2,5kN",,,Кабелни канали 500,"Стенна конзола 90x610mm 2,5kN",
6385,4,1,4014,2,,Кабелни канали,"Окачвач, широчина 100mm 0,2kN",,,Кабелни канали 500,"Окачвач, широчина 100mm 0,2kN",
6385,5,1,4015,2,,Крепежи 500,"Окачвач, широчина 200mm",,,Кабелни канали 500,"Окачвач, широчина 200mm",
6385,6,1,4016,2,,Кабелни канали,Капак за кабелна скара/стълба с лайстна 202х3000,,,Кабелни канали 500,Капак за кабелна скара/стълба с лайстна 202х3000,
6385,7,1,4017,2,,Кабелни канали,Капак за кабелна скара/стълба с лайстна 102х3000,,,Кабелни канали 500,Капак за кабелна скара/стълба с лайстна 102х3000,
6385,8,1,4018,2,,Кабелни канали,"Капак за ъгъл 90° за кабелна скара широчина 105,",,,Кабелни канали 500,"Капак за ъгъл 90° за кабелна скара широчина 105,",
6385,9,1,4019,2,,Кабелни канали,"Кабелна скара, перф.,с интегр. съед. 60х200х3000",,,Кабелни канали 500,"Кабелна скара, перф.,с интегр. съед. 60х200х3000",
6385,10,1,4020,2,,Кабелни канали,Кабелна скара перфорирана с интегриран съедините,,,Кабелни канали 500,Кабелна скара перфорирана с интегриран съедините,
6385,11,1,4021,2,,Кабелни канали,Кабелна стълба на 100мм с капак,,,Кабелни канали 500,Кабелна стълба на 100мм с капак,
6385,12,1,4022,2,,Кабелни канали,Редуцираща/затваряща/ъглова планка за кабелни ск,,,Кабелни канали 500,Редуцираща/затваряща/ъглова планка за кабелни ск,
6385,13,1,4023,2,,Кабелни канали,"Кабелна стълба 60x200x3000mm t=1,5mm",,,Кабелни канали 500,"Кабелна стълба 60x200x3000mm t=1,5mm",
6385,14,1,4024,2,,Кабелни канали,T-разклонение за кабелна скара 60х202mm с неперф,,,Кабелни канали 500,T-разклонение за кабелна скара 60х202mm с неперф,
6385,15,1,4025,2,,Кабелни канали,T-образно разклонение за кабелна скара 60х202mm,,,Кабелни канали 500,T-образно разклонение за кабелна скара 60х202mm,
6385,16,1,4026,2,,Кабелни канали,"T-образно разклонение за кабелна скар, 60х152mm",,,Кабелни канали 500,"T-образно разклонение за кабелна скар, 60х152mm",
6385,17,1,4027,2,,Кабелни канали,Болт с гладка глава в комплект с широкопола гайк,,,Кабелни канали 500,Болт с гладка глава в комплект с широкопола гайк,
6385,18,1,4028,2,,Кабелни канали,"С-профил, шлиц 16 mm, 30x15x3000mm, перфорирана",,,Кабелни канали 500,"С-профил, шлиц 16 mm, 30x15x3000mm, перфорирана",
6385,19,1,4029,2,,Кабелни канали,Фуния за кабелна скара напречна 60х200mm,,,Кабелни канали 500,Фуния за кабелна скара напречна 60х200mm,
6385,20,1,4030,2,,Кабелни канали,Фуния за кабелна скара напречна 60х150mm,,,Кабелни канали 500,Фуния за кабелна скара напречна 60х150mm,
6385,21,1,4031,2,,Кабелни канали,Вертканел ъгъл понижаващ 60х202mm с неперфориран,,,Кабелни канали 500,Вертканел ъгъл понижаващ 60х202mm с неперфориран,
6385,22,1,4032,2,,Кабелни канали,Вертканел ъгъл понижаващ 60х152mm с неперфориран,,,Кабелни канали 500,Вертканел ъгъл понижаващ 60х152mm с неперфориран,
6388,0,1,4033,2,,Кабелни канали,Ъгъл 90° за кабелна скара 60х202mm с неперфорира,,,Кабелни канали 500,Ъгъл 90° за кабелна скара 60х202mm с неперфорира,
6388,1,1,4047,2,,Пречистване на водата,,,,Пречистване на водата 500,,
6388,2,1,4048,2,,,,,,Електтролизьор 500,,
6388,3,1,4051,2,,Части на съдове,Плетена мрежа INOX AISI 316L H 1000 mm,,,Електтролизьор 500,Плетена мрежа INOX AISI 316L H 1000 mm,
6388,4,1,4052,2,,DF,"Перфорирана ламарина, 1000х2000х0.5",,,Електтролизьор 500,"Перфорирана ламарина, 1000х2000х0.5",
6388,5,1,4053,2,,Suzhou,"Sealing Gasket  PTFE 1060mm, сиви дебели",,,Електтролизьор 500,"Sealing Gasket  PTFE 1060mm, сиви дебели",
6388,6,1,4054,2,,Suzhou,"Композитна мембрана 118*118*40 см, цели бели",,,Електтролизьор 500,"Композитна мембрана 118*118*40 см, цели бели",
6388,7,1,4055,2,,Микромакс,Гумен лист 5/1200мм EPDM,,,Електтролизьор 500,Гумен лист 5/1200мм EPDM,
6388,8,1,4056,2,,ДЕАТРЕЙД,"Уплътнение от експ. тефлон ф1060хф900х0,5, ринг",,,Електтролизьор 500,"Уплътнение от експ. тефлон ф1060хф900х0,5, ринг",
6388,9,1,4059,2,,ДЕАТРЕЙД,Тефлонов лист 1мм х1200х1200,,,Електтролизьор 500,Тефлонов лист 1мм х1200х1200,
6388,10,1,4060,2,,500,Disc Spring 112х57х4mm,,,Електтролизьор 500,Disc Spring 112х57х4mm,
6388,11,1,4061,2,,ИТТ,"Ринг гайка, DIN 582, C15, vZn, M 24",,,Електтролизьор 500,"Ринг гайка, DIN 582, C15, vZn, M 24",
6388,12,1,4062,2,,Електролизьор,"Гайка M56x4, 8.8",,,Електтролизьор 500,"Гайка M56x4, 8.8",
6388,13,1,4063,2,,500,"Шайба подложна, DIN 125A, vZn, M56",,,Електтролизьор 500,"Шайба подложна, DIN 125A, vZn, M56",
6388,14,1,4064,2,,500,"Шпилка М56х4, 8.8, черна L=2000mm",,,Електтролизьор 500,"Шпилка М56х4, 8.8, черна L=2000mm",
6388,15,1,4065,2,,,,,,,,вътрешно
6388,16,1,4073,2,,Ивда Гео,"Полипропиленова тръба ф63, топла вода",,,Електтролизьор 500,"Полипропиленова тръба ф63, топла вода",
6388,17,1,4074,2,,Ивда Гео,"Полипропиленова тръба ф63, студена вода",,,Електтролизьор 500,"Полипропиленова тръба ф63, студена вода",
6388,18,1,4075,2,,500,Полиамид,,,Електтролизьор 500,Полиамид,
6388,19,1,4159,2,,,,,,ADEV,"DP324B-P Dew point analyser, LCD display",
6388,20,1,4160,2,,,,,,ADEV,Fixing bracket for DP324,
6388,21,1,4165,2,,,,,,М6,"Болт в шестостенна глава, А2, М6х35",
6388,22,1,4166,2,,,,,,М6,"Гайка ниска, А2, М6",
6388,23,1,4172,2,,,,,,ДОВЕРИЕ-БРИКО/ БРИКОЛАЖ,Градински маркуч 25 мм,
6388,24,1,4173,2,,,,,,ДОВЕРИЕ-БРИКО/ БРИКОЛАЖ,Скоби 25х42 водни съединения,
6388,25,1,4178,2,,,,,,Кабели и накрайници,Каб. превръзка черна 2.5х96,
6388,26,1,4179,2,,,,,,Кабели и накрайници,Кабелна превръзка бяла 2.5х96,
6388,27,1,4180,2,,,,,,Кабели и накрайници,Изолирбанд черен 19ммх25мм,
6388,28,1,4181,2,,,,,,Кабели и накрайници,"Кабелен накрайник дв., 12мм, 2х4мм",
6388,29,1,4182,2,,,,,,Кабели и накрайници,"Кабелен накрайник дв., 10 mm, 2x2.5mm",
6388,30,1,4183,2,,,,,,Кабели и накрайници,"Кабелен накрайник дв.14мм, 2х6мм",
6418,0,1,4184,2,,,,,,Кабели и накрайници,"Обувка изол. М6, 0.25-1.5мм",
6418,1,1,4185,2,,Кабели и накрайници,"Кабелна превръзка бяла 2,5x96mm",,,,,
6418,2,1,4194,2,,,,,,Кабели и накрайници,"Кабелен накрайник дв. 8мм, 2х1.5мм",
6418,3,1,4195,2,,,,,,Кабели и накрайници,"Кабелен накрайник дв.8 мм, 2х1мм",
6418,4,1,4196,2,,,,,,Кабели и накрайници,"Кабелен накрайник дв., 8мм, 2х0.5мм",
6418,5,1,4198,2,,,,,,Кабели и накрайници,Съединител изол.0.25-1.5мм,
6418,6,1,4199,2,,,,,,Кабели и накрайници,"Обувка изол. М5, 1.5-2.5мм",
6418,7,1,4200,2,,,,,,Schrack,Джоб за докумнти,
6418,8,1,4201,2,,,,,,Schrack,Автоматичен прекъсвач D25/3,
6418,9,1,4202,2,,,,,,Schrack,Термично реле 24-32А,
6418,10,1,4203,2,,,,,,Schrack,"Контактор 15kW/32A, 1NO,230VAC",
6418,11,1,4204,2,,,,,,Schrack,Термично реле 4-6А,
6418,12,1,4208,2,,,,,,Schrack,"Клещи за каб. обувки, 0.5-6мм",
6418,13,1,4218,2,,,,,,Schrack,Контактор 7.5кВ/15А,
6418,14,1,4219,2,,,,,,Schrack,Изол. носач за N/PE шина 10мм,
6418,15,1,4227,2,Склад,Кабели и накрайници,Кабелна обувка 25mm? M8,,,,,
6418,16,1,4228,2,,,,,,Schrack,"Кабелна обувка М12, 70мм",
6418,17,1,4229,2,,,,,,Schrack,"F/UTP кабел cat.5e, 4x2xAWG24/1, PVC",
6418,18,1,4230,2,,,,,,Schrack,"Термосв. шл, 25.4/12.7мм, 1м",
6418,19,1,4261,2,,Фитинги на резба 500,нипел шестостен 100806 1`,,,Фитинги на резба 500,нипел шестостен 316 1`,
6418,20,1,4263,2,,Фитинги 316,коляно 90гр. вътр. резба 100206 1`,,,Фитинги 316,коляно 90гр. вътр. резба 316 1`,
6418,21,1,4269,2,,Фитинги 316,муфа намалител 105404 1/2х1/8,,,Фитинги 316,муфа намалител 316 1/2х1/8,
6418,22,1,4272,2,,Фитинги 316,тройник вътр. резба 102302 1/4`,,,Фитинги 316,тройник вътр. резба 316 1/4`,
6418,23,1,4273,2,,Фитинги 316,тройник вътр. резба 102304 1/2`,,,Фитинги 316,тройник вътр. резба 316 1/2`,
6418,24,1,4278,2,,Фитинги 316,коляно 90гр. вътр. резба 100202 1/4`,,,Фитинги 316,коляно 90гр. вътр. резба 316 1/4`,
6418,25,1,4294,2,СКЛАД 500,,,,СКЛАД draft,,,
6418,26,1,4295,2,,Електроника,,,,Електроника втора  група,,
6418,27,1,4296,2,,Електроника 500,,,,Електроника,,
6418,28,1,4301,2,,,,,,Фитинги 316,преход м/ж  1/4х1/8,
6418,29,1,4318,2,,Фитинги 316,"холендер PTFE ж/ж, BSP 959496 1`",,,Фитинги 316,"холендер PTFE ж/ж, зав. 1`",
6418,30,1,4322,2,,М8,,,,Крепежи 500,,
6418,31,1,4323,2,,М6,,,,Крепежи 500,,
6418,32,1,4324,2,,М5,,,,Крепежи 500,,
6418,33,1,4325,2,,М4,,,,Крепежи 500,,
6418,34,1,4326,2,,М3,,,,Крепежи 500,,
6418,35,1,4327,2,,М16,,,,Крепежи 500,,
6418,36,1,4328,2,,М12,,,,Крепежи 500,,
6418,37,1,4329,2,,М10,,,,Крепежи 500,,
6418,38,1,4390,2,,Крепежи 500,шайба цинк  М12,,,М12,шайба цинк  М12,
6493,0,1,4391,2,,Крепежи 500,гайка цинк М12,,,М12,гайка цинк М12,
6493,1,1,4392,2,,Крепежи 500,болт цинк М12х60,,,М12,болт цинк М12х60,
6493,2,1,4393,2,,Крепежи 500,болт цинк М12х45,,,М12,болт цинк М12х45,
6493,3,1,4394,2,,Крепежи 500,болт цинк  М12х40,,,М12,болт цинк  М12х40,
6493,4,1,4395,2,,Крепежи 500,болт цинк  М12х25,,,М12,болт цинк  М12х25,
6493,5,1,4396,2,,Крепежи 500,болт цинк  М12х100,,,М12,болт цинк  М12х100,
6493,6,1,4397,2,,М12,шпилка  М16х2000,,,М16,шпилка  М16х2000,
6493,7,1,4398,2,,М12,шайба цинк  М16,,,М16,шайба цинк  М16,
6493,8,1,4399,2,,М12,"гайка шестостенна , цинк М16",,,М16,"гайка шестостенна , цинк М16",
6493,9,1,4400,2,,М12,"гайка самоосигурителна, цинк М16",,,М16,"гайка самоосигурителна, цинк М16",
6493,10,1,4401,2,,М12,болт цинк  М16х60,,,М16,болт цинк  М16х60,
6493,11,1,4402,2,,М12,болт цинк  М16х50,,,М16,болт цинк  М16х50,
6493,12,1,4403,2,,М12,болт цинк  М16х45,,,М16,болт цинк  М16х45,
6493,13,1,4404,2,,М12,"Шайба DIN 2093, пружинна М16",,,М16,"Шайба DIN 2093, пружинна М16",
6493,14,1,4405,2,,М12,"Болт с шестостенна глава Zn, M 16x55",,,М16,"Болт с шестостенна глава Zn, M 16x55",
6493,15,1,4406,2,,Крепежи 500,"Болт с шестостенна глава Zn, M 16x55",,,М16,"Болт с шестостенна глава Zn, M 16x55",
6493,16,1,4407,2,,Крепежи 500,"Шайба DIN 2093, пружинна М16",,,М16,"Шайба DIN 2093, пружинна М16",
6493,17,1,4408,2,,Крепежи 500,болт цинк  М16х45,,,М16,болт цинк  М16х45,
6493,18,1,4409,2,,Крепежи 500,болт цинк  М16х50,,,М16,болт цинк  М16х50,
6493,19,1,4410,2,,Крепежи 500,болт цинк  М16х60,,,М16,болт цинк  М16х60,
6493,20,1,4411,2,,Крепежи 500,"гайка самоосигурителна, цинк М16",,,М16,"гайка самоосигурителна, цинк М16",
6493,21,1,4412,2,,Крепежи 500,"гайка шестостенна , цинк М16",,,М16,"гайка шестостенна , цинк М16",
6493,22,1,4413,2,,Крепежи 500,шайба цинк  М16,,,М16,шайба цинк  М16,
6493,23,1,4414,2,,Крепежи 500,шпилка  М16х2000,,,М16,шпилка  М16х2000,
6493,24,1,4415,2,,М16,шайба цинк М8,,,М8,шайба цинк М8,
6493,25,1,4416,2,,М16,гайка цинк М8,,,М8,гайка цинк М8,
6493,26,1,4417,2,,М16,болт цинк  М8х25,,,М8,болт цинк  М8х25,
6493,27,1,4418,2,,М16,"Шпилка, DIN 976, 8.8, vZn, M 8 x 1000",,,М8,"Шпилка, DIN 976, 8.8, vZn, M 8 x 1000",
6493,28,1,4419,2,,Крепежи 500,"Шпилка, DIN 976, 8.8, vZn, M 8 x 1000",,,М8,"Шпилка, DIN 976, 8.8, vZn, M 8 x 1000",
6493,29,1,4420,2,,Крепежи 500,болт цинк  М8х25,,,М8,болт цинк  М8х25,
6493,30,1,4421,2,,Крепежи 500,гайка цинк М8,,,М8,гайка цинк М8,
6493,31,1,4422,2,,Крепежи 500,шайба цинк М8,,,М8,шайба цинк М8,
6493,32,1,4423,2,,Крепежи 500,шайба цинк  М6,,,М6,шайба цинк  М6,
6493,33,1,4424,2,,Крепежи 500,гайка  М6,,,М6,гайка  М6,
6496,0,1,4425,2,,Крепежи 500,болт цинк М6х70,,,М6,болт цинк М6х70,
6496,1,1,4426,2,,Крепежи 500,болт цинк М6х35,,,М6,болт цинк М6х35,
6496,2,1,4427,2,,Крепежи 500,Тапа 304L 150LBS 1/2``,,,Фитинги на резба 500,Тапа 304L 150LBS 1/2``,
6496,3,1,4428,2,,Фитинги 316,,,,Фитинги на резба 500,,
6496,4,1,4429,2,,304L,,,,Фитинги на резба 500,,
6496,5,1,4430,2,Склад,Фитинги 316,Safety valve DE seguridad 2````G x 2````G,,,,,
6496,6,1,4431,2,,Фитинги 316,холендер с PTFE 101369 2`,,,Фитинги на резба 500,холендер с PTFE 101369 2`,
6496,7,1,4432,2,,Фитинги 316,холендер с PTFE 101368 1.5,,,Фитинги на резба 500,холендер с PTFE 101368 1.5,
6496,8,1,4433,2,,Фитинги 316,холендер вътр.резба PTFE 101366 1`,,,Фитинги на резба 500,холендер вътр.резба PTFE 101366 1`,
6496,9,1,4434,2,,Фитинги 316,холендер вътр./вън. резба 100309 2`,,,Фитинги на резба 500,холендер вътр./вън. резба 100309 2`,
6496,10,1,4435,2,,Фитинги 316,холендер вътр.резба PTFE 101364 1/2`,,,Фитинги на резба 500,холендер вътр.резба PTFE 101364 1/2`,
6496,11,1,4436,2,,Фитинги 316,холендер вътр./вън. резба 100308 1.5,,,Фитинги на резба 500,холендер вътр./вън. резба 100308 1.5,
6496,12,1,4437,2,,Фитинги 316,холендер вътр. резба 107806 1`,,,Фитинги на резба 500,холендер вътр. резба 107806 1`,
6496,13,1,4438,2,,Фитинги 316,"холендер PTFE ж/ж, зав. 1`",,,Фитинги на резба 500,"холендер PTFE ж/ж, зав. 1`",
6496,14,1,4439,2,,Фитинги 316,хексагонална тапа 101209 2`,,,Фитинги на резба 500,хексагонална тапа 101209 2`,
6496,15,1,4440,2,,Фитинги 316,хексагонална тапа 101207 1.25,,,Фитинги на резба 500,хексагонална тапа 101207 1.25,
6496,16,1,4441,2,,Фитинги 316,хексагонална тапа 101204 1/2`,,,Фитинги на резба 500,хексагонална тапа 101204 1/2`,
6496,17,1,4442,2,,Фитинги 316,хексагонална тапа 101202 1/4`,,,Фитинги на резба 500,хексагонална тапа 101202 1/4`,
6496,18,1,4443,2,,Фитинги 316,тройник вътр. резба 316 1/4`,,,Фитинги на резба 500,тройник вътр. резба 316 1/4`,
6496,19,1,4444,2,,Фитинги 316,тройник вътр. резба 316 1/2`,,,Фитинги на резба 500,тройник вътр. резба 316 1/2`,
6496,20,1,4445,2,,Фитинги 316,преход м/ж 102120 1 1/2х1/2,,,Фитинги на резба 500,преход м/ж 102120 1 1/2х1/2,
6496,21,1,4446,2,,Фитинги 316,преход м/ж 102114 1х1/2,,,Фитинги на резба 500,преход м/ж 102114 1х1/2,
6496,22,1,4447,2,,Фитинги 316,преход м/ж 102110 3/4х1/2,,,Фитинги на резба 500,преход м/ж 102110 3/4х1/2,
6496,23,1,4448,2,,Фитинги 316,преход м/ж 102105 1/2х1/4,,,Фитинги на резба 500,преход м/ж 102105 1/2х1/4,
6496,24,1,4449,2,,Фитинги 316,полунипел 108606 1`,,,Фитинги на резба 500,полунипел 108606 1`,
6496,25,1,4450,2,,Фитинги 316,преход м/ж  1/4х1/8,,,Фитинги на резба 500,преход м/ж  1/4х1/8,
6496,26,1,4451,2,,Фитинги 316,полунипел 108604 1/2`,,,Фитинги на резба 500,полунипел 108604 1/2`,
6496,27,1,4452,2,,Фитинги 316,полунипел 108602 1/4`,,,Фитинги на резба 500,полунипел 108602 1/4`,
6433,0,1,4453,2,,Фитинги 316,нипел шестостен 108804 1/2`,,,Фитинги на резба 500,нипел шестостен 108804 1/2`,
6433,1,1,4454,2,,Фитинги 316,нипел шестостен 107709 2`,,,Фитинги на резба 500,нипел шестостен 107709 2`,
6433,2,1,4455,2,,Фитинги 316,нипел шестостен 100808 1 1/2`,,,Фитинги на резба 500,нипел шестостен 100808 1 1/2`,
6433,3,1,4456,2,,Фитинги 316,нипел намалител 106127 2х1 1/4,,,Фитинги на резба 500,нипел намалител 106127 2х1 1/4,
6433,4,1,4457,2,,Фитинги 316,нипел намалител 106126 2х1,,,Фитинги на резба 500,нипел намалител 106126 2х1,
6433,5,1,4458,2,,Фитинги 316,нипел намалител 106114 1х1/2,,,Фитинги на резба 500,нипел намалител 106114 1х1/2,
6433,6,1,4459,2,,Фитинги 316,нипел намалител 106110 3/4х1/2,,,Фитинги на резба 500,нипел намалител 106110 3/4х1/2,
6433,7,1,4460,2,,Фитинги 316,нипел намалител 106106 1/2х3/8,,,Фитинги на резба 500,нипел намалител 106106 1/2х3/8,
6433,8,1,4461,2,,Фитинги 316,нипел намалител 106105 1/2х1/4,,,Фитинги на резба 500,нипел намалител 106105 1/2х1/4,
6433,9,1,4462,2,,Фитинги 316,нипел намалител 106101 1/4х1/8,,,Фитинги на резба 500,нипел намалител 106101 1/4х1/8,
6433,10,1,4463,2,,Фитинги 316,муфа намалител 316 1/2х1/8,,,Фитинги на резба 500,муфа намалител 316 1/2х1/8,
6433,11,1,4464,2,,Фитинги 316,муфа намалител 105428 2х1 1/2,,,Фитинги на резба 500,муфа намалител 105428 2х1 1/2,
6433,12,1,4465,2,,Фитинги 316,муфа намалител 105414 1х1/2,,,Фитинги на резба 500,муфа намалител 105414 1х1/2,
6433,13,1,4466,2,,Фитинги 316,муфа намалител 105410 3/4х1/2,,,Фитинги на резба 500,муфа намалител 105410 3/4х1/2,
6433,14,1,4467,2,,Фитинги 316,муфа намалител 105405 1/2х1/4,,,Фитинги на резба 500,муфа намалител 105405 1/2х1/4,
6433,15,1,4468,2,,Фитинги 316,муфа намалител 105403 3/8х1/4,,,Фитинги на резба 500,муфа намалител 105403 3/8х1/4,
6433,16,1,4469,2,,Фитинги 316,муфа намалител 1.4408 3/4х1/4,,,Фитинги на резба 500,муфа намалител 1.4408 3/4х1/4,
6433,17,1,4470,2,,Фитинги 316,кръст AB1345 1 1/4`,,,Фитинги на резба 500,кръст AB1345 1 1/4`,
6433,18,1,4471,2,,Фитинги 316,муфа вътр. резба 101805 3/4`,,,Фитинги на резба 500,муфа вътр. резба 101805 3/4`,
6433,19,1,4472,2,,Фитинги 316,кръст 102359 1`,,,Фитинги на резба 500,кръст 102359 1`,
6433,20,1,4473,2,,Фитинги 316,кръст 102357 1/2`,,,Фитинги на резба 500,кръст 102357 1/2`,
6433,21,1,4474,2,,Фитинги 316,коляно 90гр. вътр./вън. резба 101504 1/2`,,,Фитинги на резба 500,коляно 90гр. вътр./вън. резба 101504 1/2`,
6433,22,1,4475,2,,Фитинги 316,коляно 90гр. вътр./вън. резба 101502 1/4`,,,Фитинги на резба 500,коляно 90гр. вътр./вън. резба 101502 1/4`,
6433,23,1,4476,2,,Фитинги 316,коляно 90гр. вътр. резба 316 1`,,,Фитинги на резба 500,коляно 90гр. вътр. резба 316 1`,
6433,24,1,4477,2,,Фитинги 316,коляно 90гр. вътр. резба 316 1/4`,,,Фитинги на резба 500,коляно 90гр. вътр. резба 316 1/4`,
6433,25,1,4478,2,,Фитинги 316,коляно 90гр. вътр. резба 100208 1 1/2`,,,Фитинги на резба 500,коляно 90гр. вътр. резба 100208 1 1/2`,
6131,0,1,4479,2,,Фитинги 316,коляно 90гр. вътр. резба 100205 3/4`,,,Фитинги на резба 500,коляно 90гр. вътр. резба 100205 3/4`,
6131,1,1,4480,2,,Фитинги 316,коляно 90гр. вътр. резба 100204 1/2`,,,Фитинги на резба 500,коляно 90гр. вътр. резба 100204 1/2`,
6131,2,1,4481,2,,Фитинги 316,коляно 45гр.  вътр. резба 100008 1 1/2`,,,Фитинги на резба 500,коляно 45гр.  вътр. резба 100008 1 1/2`,
6131,3,1,4482,2,,Фитинги 316,коляно 45гр.  вътр. резба 100004 1/2`,,,Фитинги на резба 500,коляно 45гр.  вътр. резба 100004 1/2`,
6131,4,1,4483,2,,Фитинги 316,капа 102664 168.3х2,,,Фитинги на резба 500,капа 102664 168.3х2,
6131,5,1,4484,2,,Фитинги 316,капа 100504 1/2`,,,Фитинги на резба 500,капа 100504 1/2`,
6131,6,1,4485,2,,Фитинги 316,капа 100502 1/4`,,,Фитинги на резба 500,капа 100502 1/4`,
6131,7,1,4486,2,,Фитинги 316,"Холендър 316L, м/м PFTE 1/2`",,,Фитинги на резба 500,"Холендър 316L, м/м PFTE 1/2`",
6131,8,1,4487,2,,Фитинги 316,Холендър 316L PTFE ж/ж BSP 1 1/2“,,,Фитинги на резба 500,Холендър 316L PTFE ж/ж BSP 1 1/2“,
6131,9,1,4488,2,,Фитинги 316,"Холендър 316, м/ж PTFE 1/2`",,,Фитинги на резба 500,"Холендър 316, м/ж PTFE 1/2`",
6131,10,1,4489,2,,Фитинги 316,Преход м/ж 1 1/4-1/2,,,Фитинги на резба 500,Преход м/ж 1 1/4-1/2,
6131,11,1,4490,2,,Фитинги 316,"Права връзка 1510 15/12,5-1/2",,,Фитинги на резба 500,"Права връзка 1510 15/12,5-1/2",
6131,12,1,4491,2,,Фитинги 316,Права връзка  1511 8/6-1/4,,,Фитинги на резба 500,Права връзка  1511 8/6-1/4,
