__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,DATETIME,NUM,GRUPA,STOKA,SKLAD,OLD_VALUTA_KUP,OLD_CENA_KUP,OLD_VALUTA_PROD_ED,OLD_CENA_PROD_ED1,OLD_VALUTA_PROD_DR,OLD_CENA_PROD_DR1,NEW_VALUTA_KUP,NEW_CENA_KUP,NEW_VALUTA_PROD_ED,NEW_CENA_PROD_ED1,NEW_VALUTA_PROD_DR,NEW_CENA_PROD_DR1,NOTE,AVG_VALUTA_KUP,AVG_CENA_KUP,AVG_KOLICH,AVG_DT,NALICH,IS_CHANGED,IS_TEMP
7511,14,1,41641499,1288,Платки - Green Innovation,Платка - галванично разделени цифрови входове,Склад,L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962459,0.0,Y,N
7511,15,1,41641499,1289,Платки - Green Innovation,Визуализация 3 реда,Склад,L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962459,0.0,Y,N
7511,16,1,41641499,1290,Колена на резба,Коляно 90° 304L резба М/Ж 1 1/2“,System - 90kW Volkswagen (59),L,1.0,L,0.0,L,0.0,M,0.5112918811962185,L,0.0,L,0.0,,L,0.0,0.0,1320962459,1.0,Y,N
7511,17,1,41641499,1291,Деатрейд,"Уплътнение от Virgin (твърд) ПТФЕф400хф325х0,5",Склад,L,24.0,L,0.0,L,0.0,M,12.271005148709243,L,0.0,L,0.0,,L,0.0,0.0,1320962459,0.0,Y,N
7511,18,1,41641499,1292,Деатрейд,"Уплътнение от експандиран тефлон ф400хф425х0,5",Склад,L,21.0,L,0.0,L,0.0,M,10.737129505120588,L,0.0,L,0.0,,L,0.0,0.0,1320962459,0.0,Y,N
7511,19,1,41641499,1293,AGFA,Мембрани 1000х1000.,Склад,L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962459,0.0,Y,N
7511,20,1,41641499,1294,2. Корпуси,Тава фиксирана перфорирана 19`` 80kg 1U D=650mm,Склад,L,58.52,L,0.0,L,0.0,M,29.920800887602706,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7511,21,1,41641499,1295,2. Корпуси,ABS кутия с непрозрачен капак 187x122x90mm,Склад,L,20.026,L,0.0,L,0.0,M,10.23913121283547,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7511,22,1,41641499,1296,Шрак техник ЕООД,Кабелен канал  40x40mm,Склад,L,10.87,L,0.0,L,0.0,M,5.5577427486028945,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7511,23,1,41641499,1297,2. Корпуси,"Шкаф комуникационен стоящ S-RACK, W800 H2010 D10",Склад,L,1213.1,L,0.0,L,0.0,M,620.2481810791326,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7511,24,1,41641499,1298,2. Корпуси,Табло за вграждане 4М 1 ред,Склад,L,15.0552,L,0.0,L,0.0,M,7.697601529785308,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7511,25,1,41641499,1299,9. Други,Решетка за вентилатор PAN 400 (?),Склад,L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7511,26,1,41641499,1300,3. Консумативи,Калиева основа Labimex *Средно аритметично 25кг.,Склад,L,676.05,L,0.0,L,0.0,M,345.6588762827035,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,0,1,41641499,1301,2. Консумативи,"Тефлонова лента, 13м 3/4`",Склад,L,3.4,L,0.0,L,0.0,M,1.7383923960671428,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,1,1,41641499,1302,2. Консумативи,20`` DV Контейнер,Склад,L,6700.0,L,0.0,L,0.0,M,3425.655604014664,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,2,1,41641499,1303,2. Корпуси,Табло с 2 врати 1000х1000х300,Склад,L,534.888,L,0.0,L,0.0,M,273.4838917492829,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,3,1,41641499,1304,МЕРКОМ ЕООД,Осветително тяло овално 100W 1XE27 G FILO 1V EEx,Склад,L,220.4,L,0.0,L,0.0,M,112.68873061564656,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,4,1,41641499,1305,Други (Крепежи),Уплътнеине за отвори в контейнер,Склад,L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,5,1,41641499,1306,3. Консумативи,Калиева основа,Склад,L,5.4,L,0.0,L,0.0,M,2.76097615845958,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,6,1,41641499,1307,2. Консумативи,Вода,Склад,L,4.9,L,0.0,L,0.0,M,2.505330217861471,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,7,1,41641499,1308,2. Консумативи,"Тефлонова лента, 7м. 1/2`",Склад,L,1.56,L,0.0,L,0.0,M,0.7976153346661009,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,8,1,41641499,1309,4. Услуги,Вода 1,Склад,L,4.9,L,0.0,L,0.0,M,2.505330217861471,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,9,1,41641499,1310,4. Услуги,Delivery - Compensator DN 40 304/321 POL. PN 1-,Склад,L,99.66,L,0.0,L,0.0,M,50.95534888001513,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,10,1,41641499,1311,4. Услуги,"Лазерно рязане Патлиджански малки, перф. лам.",Склад,L,3.0,L,0.0,L,0.0,M,1.5338756435886554,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,11,1,41641499,1312,4. Услуги,Delivery parts,Склад,L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,12,1,41641499,1313,4. Услуги,Транспорт ДУНАВ-СВ (Притискаща плоча),Склад,L,200.0,L,0.0,L,0.0,M,102.2583762392437,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,13,1,41641499,1314,4. Услуги,"Лазерно рязане Патлиджански големи, перф. лам.",Склад,L,12.5,L,0.0,L,0.0,M,6.391148514952731,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,14,1,41641499,1315,4. Услуги,Рязане на метал (НИРСТРОЙ),Склад,L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,15,1,41641499,1316,4. Услуги,Транспорт на метал (НИРСТРОЙ),Склад,L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,16,1,41641499,1317,4. Услуги,Огъване,Склад,L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,17,1,41641499,1318,4. Услуги,Мито,Склад,L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,18,1,41641499,1319,4. Услуги,Транспорт Китай,Склад,$,2809.0,L,0.0,L,0.0,M,2359.56,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,19,1,41641499,1320,4. Услуги,Опаковка (Филипекс),Склад,L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,20,1,41641499,1321,4. Услуги,Транспорт (Филипекс),Склад,L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,21,1,41641499,1322,4. Услуги,Обработка на полиамид,Склад,L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,22,1,41641499,1323,4. Услуги,Транспорт контейнер (Шапкаров),Склад,L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,23,1,41641499,1324,4. Услуги,Транспорт 20`` контейнер (ФРИЛАЙН),Склад,L,270.0,L,0.0,L,0.0,M,138.048807922979,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,24,1,41641499,1325,М16,Шайба пружинна-федер vZn М16,"Склад производство, 500kW",L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,25,1,41641499,1326,Холендри на резба,Холендър 316L резба М/Ж PTFE 150LBS 1 1/2“,Неактивен 3,L,47.68,L,0.0,L,0.0,M,24.378396895435696,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7513,26,1,41641499,1327,4. Услуги,"Лазерно рязане Патлиджански големи, перф. лам.",Услуги,L,12.5,L,0.0,L,0.0,M,6.391148514952731,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7516,0,1,41641499,1328,Холендри на резба,Холендър 316L резба М/Ж PTFE 150LBS 1 1/2“,"Склад производство, 500kW",L,47.68,L,0.0,L,0.0,M,24.378396895435696,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7516,1,1,41641499,1329,1.1.1. Части (Електролизьор),Уплътнение (S.G.M. PTFE) 1060x900x5мм,0. СКЛАД - ОСНОВЕН,$,90.5,L,0.0,L,0.0,M,76.02,L,0.0,L,0.0,,L,0.0,0.0,1320962460,435.0,Y,N
7516,2,1,41641499,1330,Колена на резба,Коляно 90° 304L резба вътрешна 1 1/4“,Склад,L,1.0,L,0.0,L,0.0,M,0.5112918811962185,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7516,3,1,41641499,1331,Колена на резба,Коляно 90° 304L резба М/Ж 1 1/2“,Склад,L,1.0,L,0.0,L,0.0,M,0.5112918811962185,L,0.0,L,0.0,,L,0.0,0.0,1320962460,0.0,Y,N
7516,4,1,41641499,1332,Колена на резба,Коляно 90° 304L резба М/Ж 1 1/4“,Склад,L,1.0,L,0.0,L,0.0,M,0.5112918811962185,L,0.0,L,0.0,,L,0.0,0.0,1320962461,0.0,Y,N
7516,5,1,41641499,1333,Колена на резба,Коляно 90° 304L резба М/Ж 2“,Склад,L,1.0,L,0.0,L,0.0,M,0.5112918811962185,L,0.0,L,0.0,,L,0.0,0.0,1320962461,0.0,Y,N
7516,6,1,41641499,1334,М16,Шайба пружинна-федер vZn М16,System - 90kW Volkswagen (59),L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962461,16.0,Y,N
7516,7,1,41641499,1335,Машини,Ампер клещи Uni-t UT230R,0. СКЛАД - ОСНОВЕН,L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962461,0.0,Y,N
7516,8,1,41641499,1336,Машини,Ампер клещи Uni-t UT230R 1,0. СКЛАД - ОСНОВЕН,L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962461,0.0,Y,N
7516,9,1,41641499,1337,Машини,Ампер клещи Uni-t UT230R 2,0. СКЛАД - ОСНОВЕН,L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962461,0.0,Y,N
7516,10,1,41641499,1338,Други (Електроника),Кутия за бутони с 1 отв. (ав. стоп),Склад,L,13.78,L,0.0,L,0.0,M,7.04560212288389,L,0.0,L,0.0,,L,0.0,0.0,1320962461,0.0,Y,N
7516,11,1,41641499,1339,Крисметал,"Нерж. вентил 316, DN40",Склад,L,960.0,L,0.0,L,0.0,M,490.84020594836977,L,0.0,L,0.0,,L,0.0,0.0,1320962461,0.0,Y,N
7516,12,1,41641499,1340,Винтове,"Винт самонарезен с шайба vZn ф4,2x13",Склад,L,0.09,L,0.0,L,0.0,M,0.04601626930765966,L,0.0,L,0.0,,L,0.0,0.0,1320962461,0.0,Y,N
7516,13,1,41641499,1341,Филипекс,Лист неръждаема стомана 316L 2500х1250х1,Склад,L,167.62,L,0.0,L,0.0,M,85.70274512611014,L,0.0,L,0.0,,L,0.0,0.0,1320962461,0.0,Y,N
7516,14,1,41641499,1342,Филипекс,Лист неръждаема стомана 316L 2500х1250х3,Склад,L,644.25,L,0.0,L,0.0,M,329.39979446066377,L,0.0,L,0.0,,L,0.0,0.0,1320962461,0.0,Y,N
7516,15,1,41641499,1343,Филипекс,Лист неръждаема стомана 316L 2500х1250х5,Склад,L,1073.75,L,0.0,L,0.0,M,548.9996574344397,L,0.0,L,0.0,,L,0.0,0.0,1320962461,0.0,Y,N
7516,16,1,41641499,1344,4. Услуги,"Лазерно рязане Патлиджански малки, перф. лам.",Услуги,L,3.0,L,0.0,L,0.0,M,1.5338756435886554,L,0.0,L,0.0,,L,0.0,0.0,1320962461,0.0,Y,N
7516,17,1,41641499,1345,Крисметал,"Капа 316L заварка (609,6х3) 24``",Склад,L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962461,0.0,Y,N
7516,18,1,41641499,1346,1.1.1. Части (Електролизьор),Уплътнение (S.G.M. PTFE) 393x325x5мм,Склад,$,15.0,L,0.0,L,0.0,M,12.6,L,0.0,L,0.0,,L,0.0,0.0,1320962461,0.0,Y,N
7516,19,1,41641499,1347,1.1.1. Части (Електролизьор),Уплътнение (S.G.M. PTFE) 393x325x5мм,System - 10kW Italy,$,15.0,L,0.0,L,0.0,M,12.6,L,0.0,L,0.0,,L,0.0,0.0,1320962461,30.0,Y,N
7516,20,1,41641499,1348,0. Разни,ПП тръба за т. вода Ф110,Склад,L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962461,0.0,Y,N
7516,21,1,41641499,1349,3. Инструменти,Неръждаем съд 75л.,"Склад 3, 10/30kW",L,180.0,L,0.0,L,0.0,M,92.03253861531933,L,0.0,L,0.0,,L,0.0,0.0,1320962461,2.0,Y,N
7516,22,1,41641499,1350,Ивда Гео,ПП тръба за т. вода Ф25/PN25,"Склад 3, 10/30kW",L,4.95,L,0.0,L,0.0,M,2.5308948119212817,L,0.0,L,0.0,,L,0.0,0.0,1320962461,12.0,Y,N
7516,23,1,41641499,1351,2. Консумативи,Етилов алкохол 96%,Склад,L,18.96,L,0.0,L,0.0,M,9.694094067480304,L,0.0,L,0.0,,L,0.0,0.0,1320962461,0.0,Y,N
7516,24,1,41641499,1352,Колена на резба,Коляно 90° 316L резба вътрешна 1/4“,"Склад 3, 10/30kW",L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962461,4.0,Y,N
7521,0,1,41641499,1353,2.5.3. Кранове на резба,Кран сфер. на рез. 316L DN15,"Склад 3, 10/30kW",L,65.28,L,0.0,L,0.0,M,33.37713400448914,L,0.0,L,0.0,,L,0.0,0.0,1320962461,0.0,Y,N
7521,1,1,41641499,1354,1) Грийн Иновейшън АД,АЕМ 10 kW,Склад,L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962461,0.0,Y,N
7521,2,1,41641499,1355,1) Грийн Иновейшън АД,АЕМ-Z 30 kW,Склад,L,5157.27,L,0.0,L,0.0,M,2636.8702801368217,L,0.0,L,0.0,,L,0.0,0.0,1320962461,0.0,Y,N
7521,3,1,41641499,1356,1) Грийн Иновейшън АД,АЕM-Z 500 kW,Склад,L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962461,0.0,Y,N
7521,4,1,41641499,1357,Колена на резба,Коляно 90° 304L резба М/Ж 1/2“,Склад,L,1.0,L,0.0,L,0.0,M,0.5112918811962185,L,0.0,L,0.0,,L,0.0,0.0,1320962461,0.0,Y,N
7521,5,1,41641499,1358,Колена на резба,Коляно 90° 304L резба М/Ж 1“,Склад,L,1.0,L,0.0,L,0.0,M,0.5112918811962185,L,0.0,L,0.0,,L,0.0,0.0,1320962461,0.0,Y,N
7521,6,1,41641499,1359,Нипели на резба,Нипел шест. 304L резба 150LBS 1 1/4“,Склад,L,1.0,L,0.0,L,0.0,M,0.5112918811962185,L,0.0,L,0.0,,L,0.0,0.0,1320962461,0.0,Y,N
7521,7,1,41641499,1360,Нипели на резба,Нипел шест. 304L резба 150LBS 1/2“,Склад,L,1.8,L,0.0,L,0.0,M,0.9203253861531933,L,0.0,L,0.0,,L,0.0,0.0,1320962462,0.0,Y,N
7521,8,1,41641499,1361,М/Ж резба,Преход 304L резба М/Ж 3/4“x1/2“,Склад,L,1.0,L,0.0,L,0.0,M,0.5112918811962185,L,0.0,L,0.0,,L,0.0,0.0,1320962462,0.0,Y,N
7521,9,1,41641499,1362,Тройници на резба,Тройник 304L резба вътрешна 1 1/2“,Склад,L,1.0,L,0.0,L,0.0,M,0.5112918811962185,L,0.0,L,0.0,,L,0.0,0.0,1320962462,0.0,Y,N
7521,10,1,41641499,1363,Тройници на резба,Тройник 304L резба вътрешна 1 1/4“,Склад,L,1.0,L,0.0,L,0.0,M,0.5112918811962185,L,0.0,L,0.0,,L,0.0,0.0,1320962462,0.0,Y,N
7521,11,1,41641499,1364,Тройници на резба,Тройник 304L резба вътрешна 1/2“,Склад,L,3.91,L,0.0,L,0.0,M,1.9991512554772144,L,0.0,L,0.0,,L,0.0,0.0,1320962462,0.0,Y,N
7521,12,1,41641499,1365,Тройници на резба,Тройник 304L резба вътрешна 1“,Склад,L,1.0,L,0.0,L,0.0,M,0.5112918811962185,L,0.0,L,0.0,,L,0.0,0.0,1320962462,0.0,Y,N
7521,13,1,41641499,1366,Външна резба,Нипел намалител 316L 150LBS 1/2“х1/4“,"Склад производство, 500kW",L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962462,4.0,Y,N
7521,14,1,41641499,1367,Вътрешна резба,Преход 316L резба вътрешна 150LBS 1/2“х1/4“,"Склад производство, 500kW",L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962462,5.0,Y,N
7521,15,1,41641499,1368,Колена на резба,Коляно 90° 304L резба М/Ж 1/2“,"Склад производство, 500kW",L,1.0,L,0.0,L,0.0,M,0.5112918811962185,L,0.0,L,0.0,,L,0.0,0.0,1320962462,1.0,Y,N
7521,16,1,41641499,1369,Тройници на резба,Тройник 316L резба вътрешна 1/4“,"Склад производство, 500kW",L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962462,2.0,Y,N
7521,17,1,41641499,1370,Винтове,"Винт самопробивен с шайба 5,5х32",Склад,L,0.25,L,0.0,L,0.0,M,0.12782297029905462,L,0.0,L,0.0,,L,0.0,0.0,1320962462,0.0,Y,N
7521,18,1,41641499,1371,Логисофт,"Контролер (Simatic HMI, 7``TFT display)",System - 90kW Volkswagen (59),L,1488.36,L,0.0,L,0.0,M,760.9863842972037,L,0.0,L,0.0,,L,0.0,0.0,1320962462,1.0,Y,N
7521,19,1,41641499,1372,Колена на резба,Коляно 90° 304L резба М/Ж 1“,"Склад производство, 500kW",L,1.0,L,0.0,L,0.0,M,0.5112918811962185,L,0.0,L,0.0,,L,0.0,0.0,1320962462,2.0,Y,N
7521,20,1,41641499,1373,М12,Гайка шест. А2 М12,"Склад производство, 500kW",L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962462,0.0,Y,N
7521,21,1,41641499,1374,Колена на резба,Коляно 45° 316L резба вътрешна 150LBS 1/2“,"Склад производство, 500kW",L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962462,1.0,Y,N
7521,22,1,41641499,1375,2.5.3. Кранове на резба,Кран сфер. на рез. 316L DN15,"Склад производство, 500kW",L,65.28,L,0.0,L,0.0,M,33.37713400448914,L,0.0,L,0.0,,L,0.0,0.0,1320962462,0.0,Y,N
7521,23,1,41641499,1376,4. Услуги,"Лазерно рязане Патлиджански големи, перф. лам.","Склад производство, 500kW",L,12.5,L,0.0,L,0.0,M,6.391148514952731,L,0.0,L,0.0,,L,0.0,0.0,1320962462,0.0,Y,N
7523,0,1,41641499,1377,Други (Електроника),Ф2.5 21L2K1T25 R42,"Склад производство, 500kW",L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962462,0.0,Y,N
7523,1,1,41641499,1378,Други (Електроника),Ф2.5 21L2K1T25 R42,"Склад 3, 10/30kW",L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962462,0.0,Y,N
7523,2,1,41641499,1379,ИТТ,"Гайка шестостенна, DIN 934, 8, vZn, M8","Склад производство, 500kW",L,1.63,L,0.0,L,0.0,M,0.8334057663498361,L,0.0,L,0.0,,L,0.0,0.0,1320962462,0.0,Y,N
7523,3,1,41641499,1380,Платки - Green Innovation,Платка GI1PWR02,Склад,L,22.69,L,0.0,L,0.0,M,11.601212784342199,L,0.0,L,0.0,,L,0.0,0.0,1320962462,0.0,Y,N
7523,4,1,41641499,1381,Ивда Гео,Тапа за У.К.Б.,Склад,L,1.17,L,0.0,L,0.0,M,0.5982115009995755,L,0.0,L,0.0,,L,0.0,0.0,1320962462,0.0,Y,N
7523,5,1,41641499,1382,1.1.1. Части (Електролизьор),Мембрани (Composite Membrane) 1х1м,"Склад производство, 500kW",$,132.42,L,0.0,L,0.0,M,111.23279999999998,L,0.0,L,0.0,,L,0.0,0.0,1320962462,0.0,Y,N
7523,6,1,41641499,1383,4. Услуги,Транспорт Китай,"Склад производство, 500kW",$,2809.0,L,0.0,L,0.0,M,2359.56,L,0.0,L,0.0,,L,0.0,0.0,1320962462,0.0,Y,N
7523,7,1,41641499,1384,Ивда Гео,ПП тръба за т. вода Ф25/PN25,"Склад производство, 500kW",L,4.95,L,0.0,L,0.0,M,2.5308948119212817,L,0.0,L,0.0,,L,0.0,0.0,1320962462,2.0,Y,N
7523,8,1,41641499,1385,Ивда Гео,Тапа за У.К.Б.,"Склад производство, 500kW",L,1.17,L,0.0,L,0.0,M,0.5982115009995755,L,0.0,L,0.0,,L,0.0,0.0,1320962462,10.0,Y,N
7523,9,1,41641499,1386,Цех,фланци 102936 DN25,"Склад производство, 500kW",L,13.34,L,0.0,L,0.0,M,6.820633695157555,L,0.0,L,0.0,,L,0.0,0.0,1320962462,29.0,Y,N
7523,10,1,41641499,1387,Цех,фланци 102938 DN40,"Склад производство, 500kW",L,25.85,L,0.0,L,0.0,M,13.216895128922248,L,0.0,L,0.0,,L,0.0,0.0,1320962462,35.0,Y,N
7523,11,1,41641499,1388,Цех,фланци 102939 DN50,"Склад производство, 500kW",L,24.9,L,0.0,L,0.0,M,12.73116784178584,L,0.0,L,0.0,,L,0.0,0.0,1320962462,39.0,Y,N
7523,12,1,41641499,1389,Цех,фланци с резба  DN25,"Склад производство, 500kW",L,40.29,L,0.0,L,0.0,M,20.599949893395642,L,0.0,L,0.0,,L,0.0,0.0,1320962462,0.0,Y,N
7523,13,1,41641499,1390,Цех,фланци с резба  DN50,"Склад производство, 500kW",L,69.27,L,0.0,L,0.0,M,35.417188610462055,L,0.0,L,0.0,,L,0.0,0.0,1320962462,0.0,Y,N
7523,14,1,41641499,1391,Фитинги - Щуцер на резба,Връзка ъглова 1500  8/6“х1/4“,"Склад 3, 10/30kW",L,3.0,L,0.0,L,0.0,M,1.5338756435886554,L,0.0,L,0.0,,L,0.0,0.0,1320962462,2.0,Y,N
7523,15,1,41641499,1392,М16,Шайба пружинна gvZn М16,Склад,L,0.4,L,0.0,L,0.0,M,0.2045167524784874,L,0.0,L,0.0,,L,0.0,0.0,1320962462,0.0,Y,N
7523,16,1,41641499,1393,3. Консумативи,Калиева основа,"Склад 3, 10/30kW",L,5.4,L,0.0,L,0.0,M,2.76097615845958,L,0.0,L,0.0,,L,0.0,0.0,1320962462,650.0,Y,N
7523,17,1,41641499,1394,ИТТ,Шайба пружинна vZn-М12,"Склад производство, 500kW",L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962463,54.0,Y,N
7523,18,1,41641499,1395,ИТТ,"Гайка шестостенна, DIN 934, 8, vZn, M12","Склад производство, 500kW",L,5.28,L,0.0,L,0.0,M,2.6996211327160338,L,0.0,L,0.0,,L,0.0,0.0,1320962463,0.0,Y,N
7523,19,1,41641499,1396,ИТТ,"Шайба подложна, DIN 125, vZn, M12","Склад производство, 500kW",L,2.92,L,0.0,L,0.0,M,1.4929722930929579,L,0.0,L,0.0,,L,0.0,0.0,1320962463,0.0,Y,N
7523,20,1,41641499,1397,Нипели на резба,Нипел шест. 304L резба 150LBS 1/2“,"Склад 3, 10/30kW",L,1.8,L,0.0,L,0.0,M,0.9203253861531933,L,0.0,L,0.0,,L,0.0,0.0,1320962463,9.0,Y,N
7523,21,1,41641499,1398,М6,Болт с шест.гл. 8.8 vZn М6х90,"Склад 3, 10/30kW",L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962463,10.0,Y,N
7523,22,1,41641499,1399,Фитинги - Щуцер на резба,Щуцер за маркуч 304 1/4“,Склад,L,1.0,L,0.0,L,0.0,M,0.5112918811962185,L,0.0,L,0.0,,L,0.0,0.0,1320962463,0.0,Y,N
7523,23,1,41641499,1400,"Прекъсвачи, Предпазители",Предпазител LQA01230 16А,"Склад 3, 10/30kW",L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962463,2.0,Y,N
7526,0,1,41641499,1401,магнетвентил,"Пружина Tosaca, 8.1-14.0 M2216","Склад 3, 10/30kW",L,93.54,L,0.0,L,0.0,M,47.82624256709428,L,0.0,L,0.0,,L,0.0,0.0,1320962463,2.0,Y,N
7526,1,1,41641499,1402,М6,Винт с лещ.гл. 4.8 vZn М6х16,"Склад 3, 10/30kW",L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962463,0.0,Y,N
7526,2,1,41641499,1403,М6,Винт с лещ.гл. 4.8 vZn М6х35,"Склад 3, 10/30kW",L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962463,0.0,Y,N
7526,3,1,41641499,1404,2.5.3. Кранове на резба,Кран сфер. на рез. 316L PN64 DN15,"Склад 3, 10/30kW",L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962463,0.0,Y,N
7526,4,1,41641499,1405,М6,Винт с лещ.гл. 4.8 vZn М6х16,"Склад производство, 500kW",L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962463,30.0,Y,N
7526,5,1,41641499,1406,М6,Винт с лещ.гл. 4.8 vZn М6х35,"Склад производство, 500kW",L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962463,12.0,Y,N
7526,6,1,41641499,1407,2.5.3. Кранове на резба,Кран сфер. на рез. 316L PN64 DN15,"Склад производство, 500kW",L,0.0,L,0.0,L,0.0,M,0.0,L,0.0,L,0.0,,L,0.0,0.0,1320962463,0.0,Y,N
7526,7,1,41641499,1408,М16,Шайба пружинна gvZn М16,"Склад производство, 500kW",L,0.43,L,0.0,L,0.0,M,0.21985550891437394,L,0.0,L,0.0,,L,0.0,0.0,1320962463,0.0,Y,N
