__SOURCE_PAGE,__SOURCE_LINE,__RECORD_FORMAT,DATETIME,NUM,GRUPA,STOKA,SKLAD,OLD_VALUTA_KUP,OLD_CENA_KUP,OLD_VALUTA_PROD_ED,OLD_CENA_PROD_ED1,OLD_VALUTA_PROD_DR,OLD_CENA_PROD_DR1,NEW_VALUTA_KUP,NEW_CENA_KUP,NEW_VALUTA_PROD_ED,NEW_CENA_PROD_ED1,NEW_VALUTA_PROD_DR,NEW_CENA_PROD_DR1,NOTE,AVG_VALUTA_KUP,AVG_CENA_KUP,AVG_KOLICH,AVG_DT,NALICH,IS_CHANGED,IS_TEMP
7123,0,1,46260519,1,Вътрешни изделия и детайли,Тапа за бутилка,2. МЕТАЛХИДРИД,L,1.48,L,0.0,L,0.0,L,1.15,L,0.0,L,0.0,,L,0.0,0.0,1319144474,20.0,Y,N
7123,1,1,49697367,1,Вътрешни изделия и детайли,Тапа за бутилка,,L,1.48,L,0.0,L,0.0,L,1.15,L,0.0,L,0.0,,L,0.0,0.0,1319144474,20.0,Y,N
7123,2,1,35733560,1,Вътрешни изделия и детайли,Дъно за бутилка,2. МЕТАЛХИДРИД,L,1.19,L,0.0,L,0.0,L,0.93,L,0.0,L,0.0,,L,0.0,0.0,1319144512,20.0,Y,N
7123,3,1,49697367,2,Вътрешни изделия и детайли,Дъно за бутилка,,L,0.0,L,0.0,L,0.0,L,0.93,L,0.0,L,0.0,,L,0.0,0.0,1319144512,20.0,Y,N
7123,4,1,36748834,1,1.3. Металхидрид,Бутилки Металхидрид - Готови,Неактивен 3,L,171.89,L,0.0,L,0.0,L,176.55,L,0.0,L,0.0,,L,0.0,0.0,1319144876,55.0,Y,N
7123,5,1,49697367,3,1.3. Металхидрид,Бутилки Металхидрид - Готови,,L,171.89,L,0.0,L,0.0,L,176.55,L,0.0,L,0.0,,L,0.0,0.0,1319144876,65.0,Y,N
7123,6,1,49697367,4,1.3. Металхидрид,Бутилки Металхидрид - Готови,System - 10kW Italy,L,171.89,L,0.0,L,0.0,L,176.55,L,0.0,L,0.0,,L,0.0,0.0,1319144876,10.0,Y,N
7123,7,1,33899184,1,4. Съдове,Разширителен съд под налягане 8л.,,M,18.368,M,0.0,M,0.0,M,18.368,M,0.0,M,0.0,,L,0.0,0.0,1319153477,0.0,N,N
7123,8,1,42313023,1,4. Съдове,Разширителен съд под налягане 8л.,,M,18.368,M,0.0,M,0.0,M,18.37,M,0.0,M,0.0,,L,0.0,0.0,1319153483,0.0,Y,N
7123,9,1,33899184,2,"2.7. PP, Месинг, Хром връзки",Капа PP ф25,,M,0.776,M,0.0,M,0.0,M,0.776,M,0.0,M,0.0,,L,0.0,0.0,1319153549,0.0,N,N
7123,10,1,42313023,2,"2.7. PP, Месинг, Хром връзки",Капа PP ф25,,M,0.776,M,0.0,M,0.0,M,0.78,M,0.0,M,0.0,,L,0.0,0.0,1319153551,0.0,Y,N
7123,11,1,33899184,3,"2.7. PP, Месинг, Хром връзки",Нипел месинг вътрешно редуктивен 1 1/2“х1“,,M,1.288,M,0.0,M,0.0,M,1.288,M,0.0,M,0.0,,L,0.0,0.0,1319153660,0.0,N,N
7123,12,1,42313023,3,"2.7. PP, Месинг, Хром връзки",Нипел месинг вътрешно редуктивен 1 1/2“х1“,,M,1.288,M,0.0,M,0.0,M,1.29,M,0.0,M,0.0,,L,0.0,0.0,1319153662,0.0,Y,N
7123,13,1,33899184,4,"2.7. PP, Месинг, Хром връзки",Преход PP резба вътрешна ф32х3/4“,,M,4.376,M,0.0,M,0.0,M,4.376,M,0.0,M,0.0,,L,0.0,0.0,1319153748,0.0,N,N
7123,14,1,42313023,4,"2.7. PP, Месинг, Хром връзки",Преход PP резба вътрешна ф32х3/4“,,M,4.376,M,0.0,M,0.0,M,4.38,M,0.0,M,0.0,,L,0.0,0.0,1319153750,0.0,Y,N
7123,15,1,49697367,5,М12,Шайба подложна vZn М12,,M,0.014827,L,0.0,L,0.0,M,0.01,L,0.0,L,0.0,,L,0.0,0.0,1319156797,653.0,Y,N
7123,16,1,49697367,6,М12,Шайба подложна vZn М12,Склад,M,0.014827,L,0.0,L,0.0,M,0.01,L,0.0,L,0.0,,L,0.0,0.0,1319156797,0.0,Y,N
7123,17,1,49697367,7,М12,Шайба подложна vZn М12,0. СКЛАД - ОСНОВЕН,M,0.014827,L,0.0,L,0.0,M,0.01,L,0.0,L,0.0,,L,0.0,0.0,1319156797,419.0,Y,N
7123,18,1,49697367,8,М12,Шайба подложна vZn М12,System - 60kW Brikel (60),M,0.014827,L,0.0,L,0.0,M,0.01,L,0.0,L,0.0,,L,0.0,0.0,1319156797,96.0,Y,N
7123,19,1,34181480,1,1) Грийн Иновейшън АД,АЕМ-Z 30 kW,Склад,L,0.0,L,0.0,L,0.0,L,5157.27,L,0.0,L,0.0,,L,0.0,0.0,1319232613,1.0,Y,N
7123,20,1,41727788,1,1) Грийн Иновейшън АД,АЕМ-Z 30 kW,,L,0.0,L,0.0,L,0.0,L,5157.27,L,0.0,L,0.0,,L,0.0,0.0,1319232613,1.0,Y,N
7123,21,1,48130677,1,4. Услуги,"Буферен съд 100л, ф500 верт.",0. СКЛАД - ОСНОВЕН,M,2215.5964475440096,L,0.0,L,0.0,M,532.5958,L,0.0,L,0.0,,L,0.0,0.0,1319236788,1.0,Y,N
7123,22,1,41727788,2,4. Услуги,"Буферен съд 100л, ф500 верт.",,L,4333.33,L,0.0,L,0.0,M,532.5958,L,0.0,L,0.0,,L,0.0,0.0,1319236788,1.0,Y,N
7123,23,1,41727788,3,4. Услуги,"Буферен съд 100л, ф500 верт.",Склад,L,4333.33,L,0.0,L,0.0,M,532.5958,L,0.0,L,0.0,,L,0.0,0.0,1319236788,0.0,Y,N
7123,24,1,41727788,4,4. Услуги,"Буферен съд 100л, ф500 верт.","Склад производство, 500kW",M,0.0,M,0.0,M,0.0,M,532.5958,L,0.0,L,0.0,,L,0.0,0.0,1319236788,0.0,Y,N
7123,25,1,48130677,2,Сензори,Дебитомер SM 9500,,L,1057.0,L,0.0,L,0.0,M,540.435518,L,0.0,L,0.0,,L,0.0,0.0,1319241375,2.0,Y,N
7123,26,1,41727788,5,Сензори,Дебитомер SM 9500,Склад,L,1057.0,L,0.0,L,0.0,M,540.435518,L,0.0,L,0.0,,L,0.0,0.0,1319241375,0.0,Y,N
5959,0,1,41727788,6,Сензори,Дебитомер SM 9500,System - 90kW Volkswagen (59),L,1057.0,L,0.0,L,0.0,M,540.435518,L,0.0,L,0.0,,L,0.0,0.0,1319241375,2.0,Y,N
5959,1,1,48130677,3,3. Метални Елементи,Профилна тръба ГВ 60/60/3,,M,0.0,M,0.0,M,0.0,M,0.0,M,0.0,M,0.0,,L,0.0,0.0,1319244823,0.0,N,N
5959,2,1,48130677,4,3. Метални Елементи,Профилна тръба ГВ 60/60/3,,M,0.0,M,0.0,M,0.0,M,4.508,M,0.0,M,0.0,,L,0.0,0.0,1319244998,0.0,Y,N
5959,3,1,48130677,5,3. Метални Елементи,Винкел ГВ 40/40/3,,M,1.978692,L,0.0,L,0.0,M,6.725,L,0.0,L,0.0,,L,0.0,0.0,1319245134,24.0,Y,N
5959,4,1,41727788,7,3. Метални Елементи,Винкел ГВ 40/40/3,Склад,M,1.978692,L,0.0,L,0.0,M,6.725,L,0.0,L,0.0,,L,0.0,0.0,1319245134,0.0,Y,N
5959,5,1,41727788,8,3. Метални Елементи,Винкел ГВ 40/40/3,System - 90kW Volkswagen (59),M,1.978692,L,0.0,L,0.0,M,6.725,L,0.0,L,0.0,,L,0.0,0.0,1319245134,12.0,Y,N
5959,6,1,41727788,9,3. Метални Елементи,Винкел ГВ 40/40/3,0. СКЛАД - ОСНОВЕН,M,1.978692,L,0.0,L,0.0,M,6.725,L,0.0,L,0.0,,L,0.0,0.0,1319245134,12.0,Y,N
5959,7,1,41727788,10,3. Метални Елементи,Винкел ГВ 40/40/3,"Склад производство, 500kW",M,0.0,M,0.0,M,0.0,M,6.725,L,0.0,L,0.0,,L,0.0,0.0,1319245134,0.0,Y,N
5959,8,1,39991046,1,3. Метални Елементи,Винкел ГВ 40/40/3,0. СКЛАД - ОСНОВЕН,M,6.725,L,0.0,L,0.0,M,6.72,L,0.0,L,0.0,,L,0.0,0.0,1319245281,16.0,Y,N
5959,9,1,41727788,11,3. Метални Елементи,Винкел ГВ 40/40/3,,M,6.725,L,0.0,L,0.0,M,6.72,L,0.0,L,0.0,,L,0.0,0.0,1319245282,28.0,Y,N
5959,10,1,41727788,12,3. Метални Елементи,Винкел ГВ 40/40/3,Склад,M,6.725,L,0.0,L,0.0,M,6.72,L,0.0,L,0.0,,L,0.0,0.0,1319245282,0.0,Y,N
5959,11,1,41727788,13,3. Метални Елементи,Винкел ГВ 40/40/3,System - 90kW Volkswagen (59),M,6.725,L,0.0,L,0.0,M,6.72,L,0.0,L,0.0,,L,0.0,0.0,1319245282,12.0,Y,N
5959,12,1,41727788,14,3. Метални Елементи,Винкел ГВ 40/40/3,"Склад производство, 500kW",M,6.725,L,0.0,L,0.0,M,6.72,L,0.0,L,0.0,,L,0.0,0.0,1319245282,0.0,Y,N
5959,13,1,41429782,1,Сензори,Нивомер поплавъчен тип 8181,0. СКЛАД - ОСНОВЕН,M,87.74,L,0.0,L,0.0,M,87.92,L,0.0,L,0.0,,L,0.0,0.0,1319252342,6.0,Y,N
5959,14,1,41727788,15,Сензори,Нивомер поплавъчен тип 8181,,M,87.74,L,0.0,L,0.0,M,87.92,L,0.0,L,0.0,,L,0.0,0.0,1319252342,15.0,Y,N
5959,15,1,41727788,16,Сензори,Нивомер поплавъчен тип 8181,Склад,M,87.74,L,0.0,L,0.0,M,87.92,L,0.0,L,0.0,,L,0.0,0.0,1319252342,0.0,Y,N
5959,16,1,41727788,17,Сензори,Нивомер поплавъчен тип 8181,"Склад производство, 500kW",M,87.74,L,0.0,L,0.0,M,87.92,L,0.0,L,0.0,,L,0.0,0.0,1319252342,0.0,Y,N
5959,17,1,41727788,18,Сензори,Нивомер поплавъчен тип 8181,Неактивен 1,M,87.74,L,0.0,L,0.0,M,87.92,L,0.0,L,0.0,,L,0.0,0.0,1319252342,1.0,Y,N
5959,18,1,41727788,19,Сензори,Нивомер поплавъчен тип 8181,System - 10kW Italy,M,87.74,L,0.0,L,0.0,M,87.92,L,0.0,L,0.0,,L,0.0,0.0,1319252342,8.0,Y,N
5959,19,1,42210088,1,1) Грийн Иновейшън АД,Тяло на демистър,Неактивен 2,L,0.0,L,0.0,L,0.0,L,29.61,L,0.0,L,0.0,,L,0.0,0.0,1319535335,2.0,Y,N
5959,20,1,40967145,1,1) Грийн Иновейшън АД,Тяло на демистър,,L,0.0,L,0.0,L,0.0,L,29.61,L,0.0,L,0.0,,L,0.0,0.0,1319535335,2.0,Y,N
5959,21,1,39292109,1,0. Разни,Среден фланец с тръба и коляно,Неактивен 2,L,18.0,L,0.0,L,0.0,L,16.78,L,0.0,L,0.0,,L,0.0,0.0,1319535395,2.0,Y,N
5959,22,1,40967145,2,0. Разни,Среден фланец с тръба и коляно,,L,18.0,L,0.0,L,0.0,L,16.78,L,0.0,L,0.0,,L,0.0,0.0,1319535395,2.0,Y,N
5959,23,1,40048819,1,1.2.2 Съдове (Очиска),Демистър 4“,0. СКЛАД - ОСНОВЕН,M,149.424503,L,0.0,L,0.0,M,148.59,L,0.0,L,0.0,,L,0.0,0.0,1319535445,2.0,Y,N
5959,24,1,40967145,3,1.2.2 Съдове (Очиска),Демистър 4“,,M,149.424503,L,0.0,L,0.0,M,148.59,L,0.0,L,0.0,,L,0.0,0.0,1319535445,6.0,Y,N
5959,25,1,40967145,4,1.2.2 Съдове (Очиска),Демистър 4“,"Склад производство, 500kW",M,149.424503,L,0.0,L,0.0,M,148.59,L,0.0,L,0.0,,L,0.0,0.0,1319535445,0.0,Y,N
6449,0,1,40967145,5,1.2.2 Съдове (Очиска),Демистър 4“,System - 90kW Volkswagen (59),M,149.424503,L,0.0,L,0.0,M,148.59,L,0.0,L,0.0,,L,0.0,0.0,1319535445,0.0,Y,N
6449,1,1,40967145,6,1.2.2 Съдове (Очиска),Демистър 4“,System - 60kW Brikel (60),M,149.424503,L,0.0,L,0.0,M,148.59,L,0.0,L,0.0,,L,0.0,0.0,1319535445,4.0,Y,N
6449,2,1,40897431,1,2. Консумативи,Други,,M,1.0,M,0.0,M,0.0,M,1.0,M,0.0,M,0.0,,L,0.0,0.0,1319549704,0.0,N,N
6449,3,1,45965717,1,Други (Електроника),Щекер  (LD),0. СКЛАД - ОСНОВЕН,M,1.59,L,0.0,L,0.0,M,1.649,L,0.0,L,0.0,,L,0.0,0.0,1319631926,13.0,Y,N
6449,4,1,44741351,1,Други (Електроника),Щекер  (LD),,M,1.59,L,0.0,L,0.0,M,1.649,L,0.0,L,0.0,,L,0.0,0.0,1319631926,26.0,Y,N
6449,5,1,44741351,2,Други (Електроника),Щекер  (LD),Склад,M,1.59,L,0.0,L,0.0,M,1.649,L,0.0,L,0.0,,L,0.0,0.0,1319631926,0.0,Y,N
6449,6,1,44741351,3,Други (Електроника),Щекер  (LD),Неактивен 1,M,1.59,L,0.0,L,0.0,M,1.649,L,0.0,L,0.0,,L,0.0,0.0,1319631927,1.0,Y,N
6449,8,1,44741351,5,Други (Електроника),Щекер  (LD),System - 10kW Italy,M,1.59,L,0.0,L,0.0,M,1.649,L,0.0,L,0.0,,L,0.0,0.0,1319631927,6.0,Y,N
6449,9,1,44741351,6,Други (Електроника),Щекер  (LD),System - 90kW Volkswagen (59),M,1.59,L,0.0,L,0.0,M,1.649,L,0.0,L,0.0,,L,0.0,0.0,1319631927,0.0,Y,N
6449,10,1,45965717,2,2.5.4. Вентили,Магнетвентил мод. 6213 G1“ с бобина,,M,384.0,M,0.0,M,0.0,M,384.0,M,0.0,M,0.0,,L,0.0,0.0,1319632132,0.0,N,N
6449,11,1,45965717,3,Шини (Електроника),"Капак изолзационен за шина 40-60х10mm, 1m",,M,13.74,M,0.0,M,0.0,M,13.74,M,0.0,M,0.0,,L,0.0,0.0,1319634288,0.0,N,N
6449,12,1,45965717,4,Клеми,Клемни марк.хор. DY5 “PE“ (50 символа),,M,1.12,M,0.0,M,0.0,M,1.12,M,0.0,M,0.0,,L,0.0,0.0,1319635146,0.0,N,N
6449,13,1,45965717,5,Клеми,Клемни марк.хор. DY5 201-250 (50 символа),,M,1.12,M,0.0,M,0.0,M,1.12,M,0.0,M,0.0,,L,0.0,0.0,1319635233,0.0,N,N
6449,14,1,46518908,1,Клеми,Клемни марк.хор. DY5 1-50 (50 символа),0. СКЛАД - ОСНОВЕН,M,1.11,L,0.0,L,0.0,M,1.12,L,0.0,L,0.0,,L,0.0,0.0,1319636206,8.0,Y,N
6449,15,1,44741351,7,Клеми,Клемни марк.хор. DY5 1-50 (50 символа),,L,2.14,L,0.0,L,0.0,M,1.12,L,0.0,L,0.0,,L,0.0,0.0,1319636206,8.0,Y,N
6449,16,1,44741351,8,Клеми,Клемни марк.хор. DY5 1-50 (50 символа),Склад,L,2.14,L,0.0,L,0.0,M,1.12,L,0.0,L,0.0,,L,0.0,0.0,1319636206,0.0,Y,N
6449,17,1,44741351,9,Клеми,Клемни марк.хор. DY5 1-50 (50 символа),System - 90kW Volkswagen (59),L,2.14,L,0.0,L,0.0,M,1.12,L,0.0,L,0.0,,L,0.0,0.0,1319636206,0.0,Y,N
6449,18,1,46518908,2,Клеми,Клемни марк.хор. DY5 51-100 (50 символа),0. СКЛАД - ОСНОВЕН,M,1.11,L,0.0,L,0.0,M,1.12,L,0.0,L,0.0,,L,0.0,0.0,1319636206,7.0,Y,N
6449,19,1,44741351,10,Клеми,Клемни марк.хор. DY5 51-100 (50 символа),,L,2.14,L,0.0,L,0.0,M,1.12,L,0.0,L,0.0,,L,0.0,0.0,1319636206,7.0,Y,N
6449,20,1,44741351,11,Клеми,Клемни марк.хор. DY5 51-100 (50 символа),Склад,L,2.14,L,0.0,L,0.0,M,1.12,L,0.0,L,0.0,,L,0.0,0.0,1319636206,0.0,Y,N
6449,21,1,44741351,12,Клеми,Клемни марк.хор. DY5 51-100 (50 символа),System - 90kW Volkswagen (59),L,2.14,L,0.0,L,0.0,M,1.12,L,0.0,L,0.0,,L,0.0,0.0,1319636206,0.0,Y,N
6449,22,1,46518908,3,Клеми,Клемни марк.хор. DY5 101-150 (50 символа),0. СКЛАД - ОСНОВЕН,M,1.11,L,0.0,L,0.0,M,1.12,L,0.0,L,0.0,,L,0.0,0.0,1319636206,7.0,Y,N
6449,23,1,44741351,13,Клеми,Клемни марк.хор. DY5 101-150 (50 символа),,L,2.14,L,0.0,L,0.0,M,1.12,L,0.0,L,0.0,,L,0.0,0.0,1319636207,7.0,Y,N
6449,24,1,44741351,14,Клеми,Клемни марк.хор. DY5 101-150 (50 символа),Склад,L,2.14,L,0.0,L,0.0,M,1.12,L,0.0,L,0.0,,L,0.0,0.0,1319636207,0.0,Y,N
6449,25,1,44741351,15,Клеми,Клемни марк.хор. DY5 101-150 (50 символа),System - 90kW Volkswagen (59),L,2.14,L,0.0,L,0.0,M,1.12,L,0.0,L,0.0,,L,0.0,0.0,1319636207,0.0,Y,N
7204,0,1,46518908,4,Клеми,Клемни марк.хор. DY5 151-200 (50 символа),0. СКЛАД - ОСНОВЕН,M,1.11,L,0.0,L,0.0,M,1.12,L,0.0,L,0.0,,L,0.0,0.0,1319636207,7.0,Y,N
7204,1,1,44741351,16,Клеми,Клемни марк.хор. DY5 151-200 (50 символа),,L,2.14,L,0.0,L,0.0,M,1.12,L,0.0,L,0.0,,L,0.0,0.0,1319636207,7.0,Y,N
7204,2,1,44741351,17,Клеми,Клемни марк.хор. DY5 151-200 (50 символа),Склад,L,2.14,L,0.0,L,0.0,M,1.12,L,0.0,L,0.0,,L,0.0,0.0,1319636207,0.0,Y,N
7204,3,1,44741351,18,Клеми,Клемни марк.хор. DY5 151-200 (50 символа),System - 90kW Volkswagen (59),L,2.14,L,0.0,L,0.0,M,1.12,L,0.0,L,0.0,,L,0.0,0.0,1319636207,0.0,Y,N
7204,4,1,46518908,5,Клеми,Крайна секция YBK 2F,0. СКЛАД - ОСНОВЕН,M,0.33,L,0.0,L,0.0,M,0.34,L,0.0,L,0.0,,L,0.0,0.0,1319636207,40.0,Y,N
7204,5,1,44741351,19,Клеми,Крайна секция YBK 2F,,L,0.64,L,0.0,L,0.0,M,0.34,L,0.0,L,0.0,,L,0.0,0.0,1319636207,40.0,Y,N
7204,6,1,44741351,20,Клеми,Крайна секция YBK 2F,Склад,L,0.64,L,0.0,L,0.0,M,0.34,L,0.0,L,0.0,,L,0.0,0.0,1319636207,0.0,Y,N
7204,7,1,44741351,21,Клеми,Крайна секция YBK 2F,System - 90kW Volkswagen (59),L,0.64,L,0.0,L,0.0,M,0.34,L,0.0,L,0.0,,L,0.0,0.0,1319636207,0.0,Y,N
7204,8,1,46518908,6,Шини (Електроника),"Капак изолзационен за шина 40-60х10mm, 1m",0. СКЛАД - ОСНОВЕН,M,13.74,M,0.0,M,0.0,M,6.87,M,0.0,M,0.0,,L,0.0,0.0,1319636207,4.0,Y,N
7204,9,1,44741351,22,Шини (Електроника),"Капак изолзационен за шина 40-60х10mm, 1m",,M,13.74,M,0.0,M,0.0,M,6.87,M,0.0,M,0.0,,L,0.0,0.0,1319636207,4.0,Y,N
7204,10,1,43313971,1,2.2. Фитинги за заваряване,Полунипел 316L 150LBS 1“,System - 60kW Brikel (60),M,1.2884555406144707,L,0.0,L,0.0,M,1.29,L,0.0,L,0.0,,L,0.0,0.0,1319639456,2.0,Y,N
7204,11,1,44741351,23,2.2. Фитинги за заваряване,Полунипел 316L 150LBS 1“,,L,2.52,L,0.0,L,0.0,M,1.29,L,0.0,L,0.0,,L,0.0,0.0,1319639456,16.0,Y,N
7204,12,1,44741351,24,2.2. Фитинги за заваряване,Полунипел 316L 150LBS 1“,Склад,L,2.52,L,0.0,L,0.0,M,1.29,L,0.0,L,0.0,,L,0.0,0.0,1319639456,0.0,Y,N
7204,13,1,44741351,25,2.2. Фитинги за заваряване,Полунипел 316L 150LBS 1“,0. СКЛАД - ОСНОВЕН,M,1.2884555406144707,L,0.0,L,0.0,M,1.29,L,0.0,L,0.0,,L,0.0,0.0,1319639456,14.0,Y,N
7204,14,1,45965717,6,Холендри на резба,Холендър 316L резба М/Ж 150LBS 1“,,M,1.0,M,0.0,M,0.0,M,1.0,M,0.0,M,0.0,,L,0.0,0.0,1319662833,0.0,N,N
7204,15,1,36319282,1,Платки - Green Innovation,Платка GI4CINC1,,M,0.2759,M,0.0,M,0.0,M,0.2759,M,0.0,M,0.0,,L,0.0,0.0,1319739171,0.0,N,N
7204,16,1,42071071,1,Платки - Green Innovation,Платка GI4CINC1,,M,0.2759,M,0.0,M,0.0,M,0.28,M,0.0,M,0.0,,L,0.0,0.0,1319739173,0.0,Y,N
7204,17,1,36319282,2,Производствен цех - инструменти,Нитачка BRALO,,M,12.848,M,0.0,M,0.0,M,12.848,M,0.0,M,0.0,,L,0.0,0.0,1319739879,0.0,N,N
7204,18,1,42071071,2,Производствен цех - инструменти,Нитачка BRALO,,M,12.848,M,0.0,M,0.0,M,12.85,M,0.0,M,0.0,,L,0.0,0.0,1319739881,0.0,Y,N
7204,19,1,36319282,3,2. Консумативи,Попнитове 4х10,,M,0.031,M,0.0,M,0.0,M,0.031,M,0.0,M,0.0,,L,0.0,0.0,1319739977,0.0,N,N
7204,20,1,42071071,3,2. Консумативи,Попнитове 4х10,,M,0.031,M,0.0,M,0.0,M,0.03,M,0.0,M,0.0,,L,0.0,0.0,1319739979,0.0,Y,N
7204,21,1,36319282,4,2. Консумативи,"Попнитове 4,8х10",,M,0.37,M,0.0,M,0.0,M,0.37,M,0.0,M,0.0,,L,0.0,0.0,1319740037,0.0,N,N
7204,22,1,36319282,5,2. Консумативи,Попнитове 3х10,,M,0.027,M,0.0,M,0.0,M,0.027,M,0.0,M,0.0,,L,0.0,0.0,1319740128,0.0,N,N
7204,23,1,42071071,4,2. Консумативи,Попнитове 3х10,,M,0.027,M,0.0,M,0.0,M,0.03,M,0.0,M,0.0,,L,0.0,0.0,1319740131,0.0,Y,N
7204,24,1,36319282,6,2. Консумативи,Скоби за водни съединения,,M,0.208,M,0.0,M,0.0,M,0.208,M,0.0,M,0.0,,L,0.0,0.0,1319740319,0.0,N,N
7204,25,1,42071071,5,2. Консумативи,Скоби за водни съединения,,M,0.208,M,0.0,M,0.0,M,0.21,M,0.0,M,0.0,,L,0.0,0.0,1319740321,0.0,Y,N
7204,26,1,36319282,7,"2.7. PP, Месинг, Хром връзки",Нипел месинг вътрешно редуктивен 1“х3/4“,,M,1.432,M,0.0,M,0.0,M,1.432,M,0.0,M,0.0,,L,0.0,0.0,1319740663,0.0,N,N
7261,0,1,42071071,6,"2.7. PP, Месинг, Хром връзки",Нипел месинг вътрешно редуктивен 1“х3/4“,,M,1.432,M,0.0,M,0.0,M,1.43,M,0.0,M,0.0,,L,0.0,0.0,1319740667,0.0,Y,N
7261,1,1,46729052,1,2. Консумативи,"Попнитове 4,8х10",0. СКЛАД - ОСНОВЕН,M,0.37,M,0.0,M,0.0,M,0.04,M,0.0,M,0.0,,L,0.0,0.0,1319740875,95.0,Y,N
7261,2,1,40303766,1,2. Консумативи,"Попнитове 4,8х10",,M,0.37,M,0.0,M,0.0,M,0.04,M,0.0,M,0.0,,L,0.0,0.0,1319740875,95.0,Y,N
7261,3,1,39824781,1,1. Пречистване на вода,Система за преч. на вода APRO-MCR-100-DI,,M,3518.0,M,0.0,M,0.0,M,3518.0,M,0.0,M,0.0,,L,0.0,0.0,1319857362,0.0,N,N
7261,4,1,39824781,2,1. Пречистване на вода,Система за преч. на вода APRO-HP-500-DI,,M,0.0,M,0.0,M,0.0,M,0.0,M,0.0,M,0.0,,L,0.0,0.0,1319857674,0.0,N,N
7261,5,1,39824781,3,1. Пречистване на вода,Система за преч. на вода APRO-HP-500-DI,,M,0.0,M,0.0,M,0.0,M,6230.0,M,0.0,M,0.0,,L,0.0,0.0,1319857755,0.0,Y,N
7261,6,1,37113113,1,2.5.4. Вентили,"Вентил предпазен 1216 НРЖ, PN40  1“х1“",0. СКЛАД - ОСНОВЕН,M,242.93522443157124,L,0.0,L,0.0,M,238.67,L,0.0,L,0.0,,L,0.0,0.0,1319944663,4.0,Y,N
7261,7,1,43540153,1,2.5.4. Вентили,"Вентил предпазен 1216 НРЖ, PN40  1“х1“",,M,242.93522443157124,L,0.0,L,0.0,M,238.67,L,0.0,L,0.0,,L,0.0,0.0,1319944663,10.0,Y,N
7261,8,1,43540153,2,2.5.4. Вентили,"Вентил предпазен 1216 НРЖ, PN40  1“х1“",Склад,M,242.93522443157124,L,0.0,L,0.0,M,238.67,L,0.0,L,0.0,,L,0.0,0.0,1319944663,0.0,Y,N
7261,9,1,43540153,3,2.5.4. Вентили,"Вентил предпазен 1216 НРЖ, PN40  1“х1“","Склад 3, 10/30kW",M,242.93522443157124,L,0.0,L,0.0,M,238.67,L,0.0,L,0.0,,L,0.0,0.0,1319944663,6.0,Y,N
7261,10,1,41287446,1,2. Консумативи,Комплект плунжер/мембрана,,M,57.26,M,0.0,M,0.0,M,57.26,M,0.0,M,0.0,,L,0.0,0.0,1319945108,0.0,N,N
7261,11,1,41972014,1,1.1.1. Части (Електролизьор),Гумен лист EPDM 6/1200мм,0. СКЛАД - ОСНОВЕН,M,55.219524,L,0.0,L,0.0,M,58.53,L,0.0,L,0.0,,L,0.0,0.0,1319952075,6.0,Y,N
7261,12,1,43540153,4,1.1.1. Части (Електролизьор),Гумен лист EPDM 6/1200мм,,M,55.219524,L,0.0,L,0.0,M,58.53,L,0.0,L,0.0,,L,0.0,0.0,1319952075,8.0,Y,N
7261,13,1,43540153,5,1.1.1. Части (Електролизьор),Гумен лист EPDM 6/1200мм,Склад,M,55.219524,L,0.0,L,0.0,M,58.53,L,0.0,L,0.0,,L,0.0,0.0,1319952075,0.0,Y,N
7261,14,1,43540153,6,1.1.1. Части (Електролизьор),Гумен лист EPDM 6/1200мм,"Склад производство, 500kW",M,55.219524,L,0.0,L,0.0,M,58.53,L,0.0,L,0.0,,L,0.0,0.0,1319952076,0.0,Y,N
7261,15,1,43540153,7,1.1.1. Части (Електролизьор),Гумен лист EPDM 6/1200мм,System - 10kW Italy,M,55.219524,L,0.0,L,0.0,M,58.53,L,0.0,L,0.0,,L,0.0,0.0,1319952076,0.0,Y,N
7261,16,1,43540153,8,1.1.1. Части (Електролизьор),Гумен лист EPDM 6/1200мм,System - 60kW Brikel (60),M,55.219524,L,0.0,L,0.0,M,58.53,L,0.0,L,0.0,,L,0.0,0.0,1319952076,2.0,Y,N
7261,17,1,47974627,1,2.1. Тръби,"Тръба шевна 304L (33,7x2) 1``",0. СКЛАД - ОСНОВЕН,M,11.544927999999999,L,0.0,L,0.0,M,6.44,L,0.0,L,0.0,,L,0.0,0.0,1319958749,134.99599999999998,Y,N
7261,18,1,43540153,9,2.1. Тръби,"Тръба шевна 304L (33,7x2) 1``",,M,11.544927999999999,L,0.0,L,0.0,M,6.44,L,0.0,L,0.0,,L,0.0,0.0,1319958749,193.05599999999998,Y,N
7261,19,1,43540153,10,2.1. Тръби,"Тръба шевна 304L (33,7x2) 1``",Склад,M,11.544927999999999,L,0.0,L,0.0,M,6.44,L,0.0,L,0.0,,L,0.0,0.0,1319958749,0.0,Y,N
7261,20,1,43540153,11,2.1. Тръби,"Тръба шевна 304L (33,7x2) 1``","Склад производство, 500kW",M,11.544927999999999,L,0.0,L,0.0,M,6.44,L,0.0,L,0.0,,L,0.0,0.0,1319958749,0.0,Y,N
